Pick Id,So Number,So Line,Item Id,Qty To Pick,Qty Picked,Bin Location,Picker Id,Pick Date,Shipment Id
PK-01153,SO-26446,3,AC-1057,5,5,E-36-4,E038,2026-01-20,SH-50420
PK-01154,SO-26446,4,TIMI-1000,6,6,B-12-5,E036,2026-01-19,SH-50420
PK-01155,SO-26446,5,TIMI-1075,50,50,E-02-3,E028,20-Jan-2026,SH-50420
PK-01156,SO-26447,1,GEAR-1084,1,1,E-26-1,E032,2025-09-15,SH-50421
PK-01157,SO-26448,1,TIMI-1020,6,6,E-21-2,E036,2025-06-23,SH-50422
PK-01158,SO-26449,1,TIMI-1014,2,2,E-06-4,E027,2025-08-06,SH-50423
PK-01159,SO-26449,2,GAT-B62,1,1,E-17-1,E027,2025-08-05,SH-50423
PK-01160,SO-26449,3,GEAR-1016,1,1,B-35-1 ,E027,2025-08-06,SH-50423
PK-01161,SO-26449,4,GEAR-1060,1,1,A-09-1,E030,2025-08-06,SH-50423
PK-01162,SO-26449,5,MOUN-1008,4,4,A-33-1,E034,2025-08-05,SH-50423
PK-01163,SO-26450,1,SHEA-1049,3,3,B-36-5,E035,2025-09-16,SH-50424
PK-01164,SO-26451,1,TIM-LM11949-LM11910,50,50,A-30-3,E035,12/26/2025,SH-50425 
PK-01165,SO-26452,1,CONV-1013,1,1,F-03-4,E027,2025-11-29,SH-50426
PK-01166,SO-26452,2,SHEA-1025,3,3,D-06-2,E029,2025-11-30,SH-50426
PK-01167,SO-26452,3,SHEA-1019,12,12,E-37-3,E026,2025-11-29 ,SH-50426
PK-01168,SO-26452,4,AC-1040 ,5,5,C-21-5,E030,2025-11-30 ,SH-50426
PK-01169,SO-26453,1,MOUN-1081,50,50,F-21-2,E038,2025-10-08,SH-50427 
PK-01170,SO-26453,3,ROLL-1021,25,25,C-33-2,E036,2025-10-09,SH-50427
PK-01171,SO-26453,4,AC-1006,1,1,C-19-2,E037,2025-10-08,SH-50427
PK-01172,SO-26454,1,SKF-6205-2RS1,1,1,A-33-1,E038,2025-04-21,SH-50428
PK-01173,SO-26455,1,GEAR-1080,3,3,B-33-2,E039,2025-07-28,SH-50429
PK-01174,SO-26455,2,AC-1048,1,1,E-17-3,E029,2025-07-28,SH-50429
PK-01175,SO-26455,3,SPRO-1041,10,10,F-10-1,E035,2025-07-27,SH-50429
PK-01176,SO-26455,4,SPRO-1076,10,10,F-10-1,E033,2025-07-28,SH-50429
PK-01177,SO-26456,2,GAT-B62,200,200,C-10-3,E026,2026-03-26,SH-50430
PK-01178,SO-26457,1,MOUN-1034,200,200,A-18-5,E034,2026-02-20,SH-50431
PK-01179,SO-26457 ,2,SPRO-1087,200,200,A-21-1,E031,2026-02-20,SH-50431
PK-01180,SO-26457,3,SHEA-1025,1,1,A-01-5,E036,2026-02-20,SH-50431
PK-01181,SO-26457,4,SHEA-1072,3,3,D-21-4,E029,2026-02-20,SH-50431
PK-01182,SO-26457,5,GAT-B62,25,25,F-20-4,E031,2026-02-21,SH-50431
PK-01183,SO-26458,1,GEAR-1073,1,1,D-17-5,E028,2026-02-14,SH-50432
PK-01184,SO-26458,3,GEAR-1073,2,2,B-37-5,E032,2026-02-14,SH-50432
PK-01185,SO-26459,1,BRI-HHCS-0500-13-200-G8,6,6,D-14-5,E030,"Feb 26, 2026",SH-50433
PK-01186,SO-26459,2,ROLL-1021,100,100,B-22-5,E033,2026-02-26,SH-50433
PK-01187,SO-26459 ,3,SPRO-1041,10,10,B-21-4,E032,2026-02-27,SH-50433
PK-01188,SO-26459,4,CONV-1022,1,1,E-33-2,E036,02/27/2026,SH-50433
PK-01189,SO-26459,5,SPRO-1055,25,25,E-32-2,E036,26-Feb-2026,SH-50433
PK-01190,SO-26460,1,AC-1054,1,1,E-01-4,E026,2026-03-21,SH-50434
PK-01191,SO-26460,2,MOUN-1018,5,5,B-07-3,E033,"Mar 21, 2026",SH-50434
PK-01192,SO-26460,3,SHEA-1045,100,100,B-24-2,E033,2026-03-20,SH-50434
PK-01193,SO-26460,4,ROLL-1012,1,1,C-06-1,E037,2026-03-20,SH-50434
PK-01194,SO-26461,1,CONV-1065,1,1,B-05-1,E034,2025-06-19,SH-50435
PK-01195,SO-26461,2,CONV-1046,1,1,D-01-2,E036,2025-06-18,SH-50435
PK-01196,SO-26461,3,SPRO-1004,2,2,C-40-3,E037,2025-06-19,SH-50435
PK-01197,SO-26461,4,AC-1054,1,1,C-30-4,E034,2025-06-18,SH-50435
PK-01198,SO-26462,1,SPRO-1050,100,100,C-21-5,E032,2025-06-19,SH-50436
PK-01199,SO-26462,2,SHEA-1049,2,2,F-29-2,E032,2025-06-19,SH-50436
PK-01200,SO-26462,3,SHEA-1038,2,2,C-39-1,E029,"Jun 18, 2025",SH-50436
PK-01201,SO-26464,1,MOUN-1031,12,12,A-11-1,E035,05/16/25,SH-50437
PK-01202,SO-26464,2,SPRO-1061,50,50,A-12-1,E034,2025-05-16,SH-50437
PK-01203,SO-26464,3,SHEA-1028,5,5,E-20-1,E032,2025-05-17,SH-50437
PK-01204,SO-26464,4,ROLL-1026,1,1,F-29-3,E039,2025-05-16,SH-50437
PK-01205,SO-26465,1,CONV-1065,1,1,F-23-2,E028,2025-09-28,SH-50438
PK-01206,SO-26465,2,SHEA-1037,2,2,B-21-5,E031,2025-09-28,SH-50438
PK-01207,SO-26465,3,CONV-1022,5,5,B-11-4,E027,2025-09-27,SH-50438
PK-01208,SO-26466,1,SKF-6308-2Z,6,6,C-19-5,E028,2025-06-09,SH-50439
PK-01209,SO-26466,3,CONV-1051,1,1,B-38-1,E038,2025-06-08,SH-50439
PK-01210,SO-26466,4,SPRO-1004,12,12,F-04-5,E034,2025-06-08,SH-50439
PK-01211,SO-26466,5,TIMI-1030,4,4,E-02-5,E029,2025-06-09,SH-50439
PK-01212,SO-26467 ,1,SKF-6308-2Z,10,10,A-40-2,E037,2025-11-22,SH-50440
PK-01213,SO-26467,2,CONV-1039,5,5,B-28-5,E039,2025-11-22,SH-50440
PK-01214,SO-26467,3,GEAR-1084 ,1,1,A-39-1,E039 ,2025-11-23,SH-50440
PK-01215,SO-26468,1,GEAR-1060,1,1,B-17-3,E038,2026-01-03,SH-50441
PK-01216,SO-26468,2,SPRO-1004,6,6,E-11-5,E032,2026-01-03,SH-50441
PK-01217,SO-26468,3,SPRO-1050,10,10,E-06-2,E038,2026-01-03,SH-50441
PK-01218,SO-26468,4,TIMI-1071,50,50,D-32-1,E031,2026-01-02,SH-50441
PK-01219,SO-26468,5,TIMI-1075,200,200,E-29-2,E034,2026-01-03,SH-50441
PK-01220,SO-26469,1,SHEA-1088,3,3,A-03-1,E033,2025-09-14,SH-50442
PK-01221,SO-26469,2,ROLL-1079,2,2,D-26-2,E032,15-Sep-2025,SH-50442
PK-01222 ,SO-26470,1,SPRO-1004,2,2,A-23-1,E037,2025-12-30,SH-50443
PK-01223,SO-26470,2,GEAR-1066,5,5,B-27-1,E035,2025-12-30,SH-50443
PK-01224,SO-26471,1,TIMI-1000,50,50,A-20-3,E029,2025-07-17,SH-50444
PK-01225,SO-26471,3,TIMI-1058,10,10,C-39-1,E037,2025-07-17,SH-50444
PK-01226,SO-26471,4,SHEA-1068,1,1,E-11-3,E035,2025-07-18,SH-50444
PK-01227,SO-26472,1,CONV-1039,5,5,C-16-1,E036,"Jan 10, 2026",SH-50445
PK-01228,SO-26472,2,MOUN-1018,1,1,A-38-2,E036,2026-01-11,SH-50445
PK-01229,SO-26472,3,CONV-1089,2,2,F-26-4,E036,2026-01-11,SH-50445 
PK-01230,SO-26472,4,SPRO-1087,50,50,C-13-1,E030,2026-01-10,SH-50445
PK-01231 ,SO-26473,1,SPRO-1050,10,10,C-15-3 ,E038,"May 27, 2025",SH-50446
PK-01232,SO-26473,2,SPRO-1047,100,100,D-10-5,E039,2025-05-28,SH-50446
PK-01233,SO-26473,3,AC-1085,1,1,D-26-4,E036,2025-05-28,SH-50446
PK-01234,SO-26473,4,SHEA-1007,3,3,C-19-4,E035,2025-05-27,SH-50446
PK-01235,SO-26474,1,SPRO-1041,2,2,A-34-5,E036,2025-06-20,SH-50447
PK-01236,SO-26474,2,GEAR-1010,1,1,F-22-1,E026,19-Jun-2025,SH-50447
PK-01237,SO-26474,3,MOUN-1029,6,6,C-37-4,E033 ,2025-06-19,SH-50447
PK-01238,SO-26474,4,DOD-TXT315,3,3,E-37-2,E026,2025-06-20,SH-50447
PK-01239,SO-26476,1,AC-1063,5,5,B-03-3,E026,2025-08-05,SH-50448
PK-01240,SO-26478,1,MOUN-1081,6,6,E-37-2,E037,2025-12-14,SH-50449
PK-01241,SO-26478,2,AC-1063,1,1,D-05-3,E033,2025-12-13,SH-50449
PK-01242,SO-26478,3,SHEA-1037,1,1,B-39-4,E039,"Dec 14, 2025",SH-50449
PK-01243,SO-26478,4,MOUN-1081,2,2,F-37-3,E028,2025-12-14,SH-50449
PK-01244,SO-26479,1,GEAR-1010,1,1,E-40-3,E028,2026-02-10,SH-50450
PK-01245,SO-26480,1,MOUN-1034,1,1,F-10-1,E028,2026-03-24,SH-50451
PK-01246,SO-26480,2,CONV-1065,3,3,B-04-3,E032,2026-03-24,SH-50451
PK-01247,SO-26480,3,AC-1074,5,5,E-30-1,E029,2026-03-25,SH-50451
PK-01248,SO-26481,1,TIMI-1071,100,100,D-35-4,E026,15-Nov-2025,SH-50452
PK-01249,SO-26481,2,MOUN-1029,100,100,F-40-1,E029,2025-11-14,SH-50452
PK-01250,SO-26481,3,SHEA-1068,2,2,D-37-2,E037,2025-11-15,SH-50452
PK-01251,SO-26482,1,GEAR-1067,5,5,E-10-1,E032,21-May-2025,SH-50453
PK-01252,SO-26482,2,BRI-HHCS-0500-13-200-G8,12,12,D-23-2,E029,2025-05-21,SH-50453
PK-01253,SO-26482,3,SPRO-1069,2,2,F-23-3,E031,2025-05-21,SH-50453
PK-01254,SO-26483,1,SHEA-1028,1,1,B-39-2,E031,2025-06-22,SH-50454
PK-01255,SO-26483,2,SHEA-1064,1,1,C-07-2,E035,2025-06-21,SH-50454
PK-01256,SO-26485 ,1,GEAR-1010,5,5,D-37-1,E034,11/11/2025,SH-50455
PK-01257,SO-26486,1,SHEA-1077,25,25,A-06-1,E034,2025-10-21,SH-50456
PK-01258,SO-26487,1,AC-1085,1,1,A-03-5,E032,2025-09-13,SH-50457
PK-01259,SO-26488,1,SPRO-1047,50,50,E-19-5,E038,2026-02-18,SH-50458
PK-01260,SO-26488,2,SPRO-1078,4,4,A-29-5,E036,2026-02-18,SH-50458
PK-01261,SO-26488,3,CONV-1052,1,1,E-17-3,E026,2026-02-18,SH-50458
PK-01262,SO-26488,5,SPRO-1009,2,2,D-07-3,E032,2026-02-18,SH-50458
PK-01263,SO-26490,1,SHEA-1068,1,1,A-06-4,E032,"Jun 13, 2025",SH-50459
PK-01264,SO-26490,2,MOUN-1008,200,200,D-32-3,E032,2025-06-13,SH-50459
PK-01265,SO-26491,1,MOUN-1031,6,6,C-32-1,E035,2025-07-31,SH-50460
PK-01266,SO-26491,2,ROLL-1079,3,3,D-25-1,E035,2025-07-31,SH-50460
PK-01267,SO-26491,3,MOUN-1034,10,10,A-12-5,E032,2025-07-31,SH-50460
PK-01268,SO-26491,4,SPRO-1078,100,100,D-16-5,E035,2025-07-31,SH-50460
PK-01269,SO-26492,1,MOUN-1029,100,100,D-40-3,E037,2025-08-20,SH-50461
PK-01270,SO-26492,2,SPRO-1027,100,100,F-13-2,E039,2025-08-20,SH-50461
PK-01271,SO-26492,3,AC-1040,1,1,E-39-4,E038,2025-08-20,SH-50461
PK-01272,SO-26492,4,AC-1006,1,1,C-12-4,E032,2025-08-20,SH-50461
PK-01273,SO-26492,5,ROLL-1079,1,1,C-02-2,E036,2025-08-20,SH-50461
PK-01274,SO-26493,2,BRI-HHCS-0500-13-200-G8,6,6,F-31-5,E028,2026-03-25,SH-50462
PK-01275,SO-26493,3,GEAR-1073,1,1,B-16-1,E030,2026-03-26,SH-50462
PK-01276,SO-26494,1,SHEA-1072,5,5,B-16-3,E039,2025-10-28,SH-50463
PK-01277,SO-26494,2,SHEA-1035,1,1,D-01-2,E038,10/28/2025,SH-50463
PK-01278,SO-26494,3,BRI-HHCS-0500-13-200-G8,10,10,C-05-2,E038,2025-10-29,SH-50463
PK-01279,SO-26494,4,GAT-B62,4,4,D-03-4,E034,2025-10-28,SH-50463
PK-01280,SO-26494,5,GEAR-1010,5,5,F-17-3,E031,28-Oct-2025,SH-50463
PK-01281,SO-26495,1,CONV-1023,5,5,B-20-1,E033,05/30/2025,SH-50464
PK-01282,SO-26496,1,TIMI-1075,25,25,B-36-3,E026,"Sep 04, 2025",SH-50465
PK-01283,SO-26496 ,3,AC-1048,2,2,D-33-2,E027,2025-09-03,SH-50465
PK-01284,SO-26496,4,CONV-1065,1,1,A-34-2,E035,2025-09-04,SH-50465
PK-01285,SO-26497,1,GEAR-1084,3,3,D-14-2,E028,2026-02-22,SH-50466
PK-01286,SO-26498,1,AC-1057,3,3,F-20-2,E039,2025-10-14,SH-50467
PK-01287,SO-26498,2,GEAR-1084,1,1,E-32-1,E034,2025-10-14,SH-50467
PK-01288,SO-26498,3,SHEA-1037,50,50,C-26-2,E028,2025-10-14,SH-50467
PK-01289,SO-26498,4,MOUN-1034,12,12,D-34-1,E027,2025-10-13,SH-50467
PK-01290,SO-26498,5,GEAR-1016,3,3,E-24-2,E030,2025-10-13,SH-50467
PK-01291,SO-26499,1,CONV-1065,3,3,D-04-1,E035,2025-11-30,SH-50468
PK-01292,SO-26499,2,SPRO-1078,2,2,C-15-3,E028,2025-11-30,SH-50468
PK-01293,SO-26499,3,SHEA-1025,3,3,C-04-2,E029,2025-11-30,SH-50468
PK-01294,SO-26499,4,SPRO-1041,6,6,F-09-4,E034,2025-12-01,SH-50468 
PK-01295,SO-26500,1,TIMI-1000,200,200,F-12-5,E030,"Oct 03, 2025",SH-50469
PK-01296,SO-26500,2,CONV-1089,1,1,A-12-4,E026 ,2025-10-04,SH-50469
PK-01297,SO-26501,1,TIMI-1020,25,25,B-25-1,E039,02/08/2026,SH-50470
PK-01298,SO-26501,2,ROLL-1079,5,5,D-31-4,E029,2026-02-09,SH-50470
PK-01299,SO-26501,3,SHEA-1045,1,1,C-03-1,E036,2026-02-08,SH-50470
PK-01300,SO-26502,1,SHEA-1049,1,1,F-22-4,E031,2025-09-08,SH-50471
PK-01301,SO-26503,1,SPRO-1069,1,1,C-05-4,E038,2026-03-10 ,SH-50472
PK-01302,SO-26503,2,TIMI-1020,50,50,D-18-1,E029,2026-03-10,SH-50472
PK-01303,SO-26503,3,TIMI-1058,1,1,A-10-1,E027,2026-03-11,SH-50472
PK-01304,SO-26504,1,TIMI-1020,2,2,F-25-4,E034,2026-01-21,SH-50473
PK-01305 ,SO-26504,3,TIMI-1000,25,25,C-35-3,E038,2026-01-20,SH-50473
PK-01306,SO-26505,1,GEAR-1016,5,5,C-25-4,E032,2025-10-28,SH-50474
PK-01307,SO-26505 ,2,CONV-1022,5,5,C-24-2,E028,10/27/25,SH-50474
PK-01308,SO-26505,3,GEAR-1060,1,1,C-04-5,E038,2025-10-27,SH-50474
PK-01309,SO-26505,5,AC-1006,1,1,E-21-4,E036,2025-10-28,SH-50474
PK-01310,SO-26506,1,SHEA-1025,1,1,F-01-5,E030,2026-01-20,SH-50475
PK-01311,SO-26506,2,SHEA-1019,12,12,C-27-3,E027,2026-01-19,SH-50475
PK-01312,SO-26507,1,TIMI-1056,25,25,A-34-1,E026,2025-09-07,SH-50476
PK-01313,SO-26507,2,AC-1057,3,3,C-10-2,E030,2025-09-07,SH-50476
PK-01314,SO-26508,1,GEAR-1073,1,1,E-16-5,E031,"Nov 01, 2025",SH-50477
PK-01315,SO-26508,2,GEAR-1073,2,2,E-34-5,E038,"Nov 01, 2025",SH-50477
PK-01316,SO-26508,3,DOD-TXT315,3,3,A-26-5,E034,2025-11-01,SH-50477
PK-01317,SO-26509,3,SHEA-1025,5,5,C-25-3,E039,2025-07-20,SH-50478
PK-01318,SO-26509,4,CONV-1023,2,2,C-13-1,E029,2025-07-20,SH-50478
PK-01319,SO-26510,1,CONV-1013,3,3,B-36-4,E029,"Feb 27, 2026",SH-50479
PK-01320,SO-26510,2,AC-1085,2,2,B-33-4,E036,2026-02-27,SH-50479
PK-01321,SO-26510,3,SPRO-1061,12,12,A-20-1,E032,2026-02-26,SH-50479
PK-01322,SO-26510,4,SKF-6308-2Z,4,4,A-07-1,E037,2026-02-27,SH-50479
PK-01323,SO-26510,5,TIMI-1000,50,50,F-20-5,E028,2026-02-26,SH-50479
PK-01324,SO-26512,1,MOUN-1029,4,4,A-16-3,E027,2026-03-14,SH-50480
PK-01325,SO-26512,2,MOUN-1081,6,6,B-22-1,E035,13-Mar-2026,SH-50480
PK-01326,SO-26512,3,CONV-1042,1,1,B-38-3,E034,2026-03-14,SH-50480
PK-01327,SO-26512,4,GEAR-1084,3,3,E-36-5,E038,2026-03-14,SH-50480
PK-01328,SO-26512,5,CONV-1051,5,5,B-20-1,E039,2026-03-13,SH-50480
PK-01329,SO-26513,1,SPRO-1004,25,25,C-07-4,E039,2025-10-02,SH-50481
PK-01330,SO-26513 ,2,TIMI-1017,10,10,C-32-3,E027,2025-10-02,SH-50481
PK-01331,SO-26513,3,CONV-1043,3,3,B-40-1,E028,2025-10-02,SH-50481
PK-01332,SO-26513,4,SPRO-1070,100,100,B-17-2,E032,2025-10-02,SH-50481
PK-01333,SO-26514,1,TIMI-1030,6,6,B-20-5,E036,2025-09-23,SH-50482 
PK-01334,SO-26514,2,SPRO-1078,100,100,C-38-4,E039,2025-09-23,SH-50482
PK-01335,SO-26514,3,ROLL-1012,1,1,F-17-4,E028,2025-09-24,SH-50482
PK-01336,SO-26514,4,AC-1054,1,1,A-26-5,E031,2025-09-24,SH-50482 
PK-01337,SO-26515,1,AC-1063,5,5,A-36-3,E031,2025-04-21,SH-50483
PK-01338 ,SO-26516,1,MOUN-1018,3,3,A-28-4,E038,2025-08-31,SH-50484
PK-01339,SO-26517,1,CONV-1065,5,5,E-04-3,E036,12/15/25,SH-50485
PK-01340,SO-26517,2,TIMI-1056,25,25,F-37-1,E030,15-Dec-2025,SH-50485
PK-01341,SO-26517,3,ROLL-1079,2,2,E-27-2,E035,2025-12-15,SH-50485
PK-01342,SO-26517,4,SHEA-1028,1,1,E-24-5,E038,2025-12-14,SH-50485
PK-01343,SO-26518,1,SPRO-1055,6,6,C-32-1,E026,06/08/25,SH-50486
PK-01344,SO-26518,2,SPRO-1076,100,100,B-16-3,E037,2025-06-09,SH-50486
PK-01345,SO-26518,3,CONV-1039 ,2,2,D-28-4,E031,2025-06-08,SH-50486
PK-01346,SO-26519,1,CONV-1039,2,2,D-37-3,E036,2025-08-19,SH-50487
PK-01347,SO-26519,2,MOUN-1062,1,1,B-02-3,E029,2025-08-19,SH-50487
PK-01348 ,SO-26519,3,CONV-1051,3,3,C-23-1,E026,2025-08-19,SH-50487
PK-01349,SO-26520,1,SHEA-1068,3,3,F-04-3,E031,2025-10-11,SH-50488
PK-01350,SO-26520,2,SPRO-1055,1,1,E-29-4,E032,2025-10-12,SH-50488
