so_number,line,item_id,description,ordered_qty,uom,unit_price,extended_price,unit_cost_at_order,price_source,requested_date,promised_date,shipped_qty,line_status,ship_to_id
SO-26211,1,A-20038,Gearbox Sub-Assembly #80,1,EA,2979.97,2979.97,1997.97,Price List B,2026-01-24,2026-01-27,1,Shipped,NIC-CUST0026-S1
SO-26211,2,A-20101,Gearbox Sub-Assembly 5/8-11,3,EA,3417.55,10252.65,2382.4,Price List B,2026-01-18,2026-01-19,3,Shipped,NIC-CUST0026-S1
SO-26211,3,A-20073,Machined Housing 1.500,1,EA,778.31,778.31,496.53000000000003,Price List B,2026-01-21,2026-01-21,1,Shipped,NIC-CUST0026-S1
SO-26212,1,A-20061,Shaft Coupling 2.000,1,EA,238.54,238.54,175.52,Price List C,2025-12-13,2025-12-13,1,Shipped,NIC-CUST0004-S1
SO-26212,2,A-20082,Machined Housing #60,5,EA,1325.27,6626.35,841.44,Price List C,2025-12-11,2025-12-18,5,Shipped,NIC-CUST0004-S1
SO-26212,3,A-20063,Gearbox Sub-Assembly 5/8-11,5,EA,1791.65,8958.25,1372.91,Price List C,2025-12-31,2026-01-01,5,Shipped,NIC-CUST0004-S1
SO-26213,1,A-20107,Gearbox Sub-Assembly M12,3,EA,3043.06,9129.18,2631.9500000000003,Price List D,2025-06-05,2025-06-05,3,Shipped,NIC-CUST0037-S1
SO-26213,2,A-20092,Gearbox Sub-Assembly 2.000,5,EA,2120.77,10603.85,1915.78,Price List D,2025-05-26,2025-05-26,5,Shipped,NIC-CUST0037-S1
SO-26213,3,A-20043,Gearbox Sub-Assembly 1.000,1,EA,1896.5,1896.5,1336.88,Price List D,2025-06-13,2025-06-20,1,Shipped,NIC-CUST0037-S1
SO-26213,4,A-20090,Machined Housing 1.250,3,EA,1104.48,3313.44,821.3000000000001,Price List D,2025-06-18,2025-06-19,3,Shipped,NIC-CUST0037-S1
SO-26213,5,A-20036,Gearbox Sub-Assembly M10,1,EA,3381.61,3381.61,2945.65,Price List D,2025-05-29,2025-06-05,1,Shipped,NIC-CUST0037-S1
SO-26214,1,A-20073,Machined Housing 1.500,3,EA,671.8,2015.4,496.53000000000003,Price List D,2025-11-20,2025-11-20,3,Shipped,NIC-CUST0037-S1
SO-26214,2,A-20114,Shaft Coupling 3/8-16,3,EA,363.17,1089.51,244.69,Price List D,2025-11-07,2025-11-14,3,Shipped,NIC-CUST0037-S1
SO-26215,1,A-20034,Shaft Coupling M10,3,EA,134.04,402.12,111.33,Manual override,2025-08-23,2025-08-23,3,Shipped,NIC-CUST0023-S1
SO-26215,2,A-20087,Machined Housing M12,3,EA,619.49,1858.47,333.06,Price List A,2025-09-14,2025-09-15,3,Shipped,NIC-CUST0023-S1
SO-26215,3,A-20022,Machined Housing 1.500,5,EA,225.34,1126.7,155.41,Price List A,2025-09-11,2025-09-14,5,Shipped,NIC-CUST0023-S1
SO-26216,1,A-20039,Shaft Coupling 1.000,5,EA,617.57,3087.85,415.87,Price List C,2025-12-30,2026-01-02,5,Shipped,NIC-CUST0002-S1
SO-26217,1,A-20013,Shaft Coupling 5/8-11,3,EA,207.29,621.87,162.20000000000002,Price List C,2025-10-09,2025-10-09,3,Shipped,NIC-CUST0031-S1
SO-26217,2,A-20070,Gearbox Sub-Assembly 1.000,1,EA,2895.8,2895.8,1739.22,Price List C,2025-10-06,2025-10-06,1,Shipped,NIC-CUST0031-S1
SO-26217,3,A-20078,Machined Housing 3/8-16,1,EA,1148.04,1148.04,704.75,Price List C,2025-10-19,2025-10-19,1,Shipped,NIC-CUST0031-S1
SO-26217,4,A-20090,Machined Housing 1.250,5,EA,1212.24,6061.2,821.3000000000001,Price List C,2025-10-26,2025-10-26,5,Shipped,NIC-CUST0031-S1
SO-26217,5,A-20107,Gearbox Sub-Assembly M12,2,EA,3339.95,6679.9,2631.9500000000003,Price List C,2025-10-28,2025-10-28,2,Shipped,NIC-CUST0031-S1
SO-26218,1,A-20058,Shaft Coupling size 6,3,EA,353.03,1059.09,254.75,Price List D,2026-02-26,2026-02-26,3,Shipped,NIC-CUST0040-S1
SO-26218,2,A-20073,Machined Housing 1.500,1,EA,597.9,597.9,496.53000000000003,Manual override,2026-03-22,2026-03-22,1,Shipped,NIC-CUST0040-S1
SO-26218,3,A-20077,Machined Housing 1.250,1,EA,1062.94,1062.94,869.98,Price List D,2026-03-01,2026-03-04,1,Shipped,NIC-CUST0040-S1
SO-26218,4,A-20013,Shaft Coupling 5/8-11,3,EA,188.86,566.58,162.20000000000002,Price List D,2026-03-06,2026-03-07,3,Shipped,NIC-CUST0040-S1
SO-26218,5,A-20013,Shaft Coupling 5/8-11,5,EA,188.86,944.3,162.20000000000002,Price List D,2026-03-11,2026-03-11,5,Shipped,NIC-CUST0040-S1
SO-26219,1,A-20033,Shaft Coupling 2.000,5,EA,508.87,2544.35,328.62,Price List B,2026-02-21,2026-02-22,5,Shipped,NIC-CUST0035-S1
SO-26219,2,A-20039,Shaft Coupling 1.000,3,EA,651.88,1955.64,415.87,Price List B,2026-03-03,2026-03-10,3,Shipped,NIC-CUST0035-S1
SO-26219,3,A-20072,Machined Housing 1.250,2,EA,512.35,1024.7,402.48,Price List B,2026-03-06,2026-03-13,2,Shipped,NIC-CUST0035-S1
SO-26219,4,A-20092,Gearbox Sub-Assembly 2.000,1,EA,2456.99,2456.99,1915.78,Price List B,2026-03-01,2026-03-01,1,Shipped,NIC-CUST0035-S1
SO-26219,5,A-20070,Gearbox Sub-Assembly 1.000,1,EA,2964.98,2964.98,1739.22,Manual override,2026-03-02,2026-03-02,1,Shipped,NIC-CUST0035-S1
SO-26220,1,A-20097,Machined Housing #80,3,EA,396.25,1188.75,246.81,Price List B,2025-07-09,2025-07-09,3,Shipped,NIC-CUST0038-S1
SO-26220,2,A-20020,Shaft Coupling 5/8-11,3,EA,559.46,1678.38,316.62,Price List B,2025-07-07,2025-07-07,3,Shipped,NIC-CUST0038-S1
SO-26220,3,A-20076,Gearbox Sub-Assembly 1.375,2,EA,1267.47,2534.94,721.1800000000001,Price List B,2025-07-17,2025-07-24,2,Shipped,NIC-CUST0038-S1
SO-26220,4,A-20090,Machined Housing 1.250,1,EA,1279.58,1279.58,821.3000000000001,Price List B,2025-07-13,2025-07-13,1,Shipped,NIC-CUST0038-S1
SO-26221,1,A-20078,Machined Housing 3/8-16,2,EA,1148.04,2296.08,704.75,Price List C,2026-01-12,2026-01-15,2,Shipped,NIC-CUST0034-S1
SO-26221,2,A-20039,Shaft Coupling 1.000,1,EA,617.57,617.57,415.87,Price List C,2026-01-15,2026-01-22,1,Shipped,NIC-CUST0034-S1
SO-26221,3,A-20022,Machined Housing 1.500,1,EA,202.81,202.81,155.41,Price List C,2026-01-22,2026-01-22,1,Shipped,NIC-CUST0034-S1
SO-26222,1,A-20061,Shaft Coupling 2.000,5,EA,238.54,1192.7,175.52,Price List C,2025-11-26,2025-11-27,0,Open,NIC-CUST0007-S1
SO-26222,2,A-20033,Shaft Coupling 2.000,2,EA,482.08,964.16,328.62,Price List C,2025-12-09,2025-12-09,2,Shipped,NIC-CUST0007-S1
SO-26222,3,A-20063,Gearbox Sub-Assembly 5/8-11,3,EA,1791.65,5374.95,1372.91,Price List C,2025-11-27,2025-11-27,3,Shipped,NIC-CUST0007-S1
SO-26222,4,A-20065,Machined Housing M6,1,EA,1019.84,1019.84,798.0,Price List C,2025-12-16,2025-12-16,1,Shipped,NIC-CUST0007-S1
SO-26223,1,A-20097,Machined Housing #80,1,EA,342.03,342.03,246.81,Price List D,2025-05-26,2025-05-26,1,Shipped,NIC-CUST0040-S1
SO-26223,2,A-20070,Gearbox Sub-Assembly 1.000,5,EA,2638.4,13192.0,1739.22,Price List D,2025-05-17,2025-05-17,5,Shipped,NIC-CUST0040-S1
SO-26223,3,A-20082,Machined Housing #60,2,EA,1207.47,2414.94,841.44,Price List D,2025-05-15,2025-05-15,2,Shipped,NIC-CUST0040-S1
SO-26223,4,A-20022,Machined Housing 1.500,1,EA,184.78,184.78,155.41,Price List D,2025-05-29,2025-05-29,1,Shipped,NIC-CUST0040-S1
SO-26224,1,A-20022,Machined Housing 1.500,5,EA,202.81,1014.05,155.41,Price List C,2025-06-19,2025-06-20,5,Shipped,NIC-CUST0004-S1
SO-26224,2,A-20107,Gearbox Sub-Assembly M12,3,EA,3339.95,10019.85,2631.9500000000003,Price List C,2025-06-29,2025-06-30,3,Shipped,NIC-CUST0004-S1
SO-26224,3,A-20092,Gearbox Sub-Assembly 2.000,1,EA,2327.67,2327.67,1915.78,Price List C,2025-06-11,2025-06-12,1,Shipped,NIC-CUST0004-S1
SO-26224,4,A-20002,Gearbox Sub-Assembly 3/8-16,5,EA,2311.59,11557.95,1931.15,Price List C,2025-06-24,2025-06-24,5,Shipped,NIC-CUST0004-S1
SO-26224,5,A-20003,Gearbox Sub-Assembly 2.000,1,EA,3021.66,3021.66,2450.66,Price List C,2025-07-04,2025-07-04,1,Shipped,NIC-CUST0004-S1
SO-26225,1,A-20036,Gearbox Sub-Assembly M10,1,EA,3711.52,3711.52,2945.65,Price List C,2025-12-13,2025-12-13,1,Shipped,NIC-CUST0007-S1
SO-26225,2,A-20022,Machined Housing 1.500,3,EA,202.81,608.43,155.41,Price List C,2026-01-02,2026-01-02,3,Shipped,NIC-CUST0007-S1
SO-26225,3,A-20101,Gearbox Sub-Assembly 5/8-11,2,EA,2946.29,5892.58,2382.4,Manual override,2025-12-17,2025-12-24,2,Shipped,NIC-CUST0007-S1
SO-26226,1,A-20034,Shaft Coupling M10,1,EA,155.86,155.86,111.33,Price List A,2025-07-21,2025-07-21,1,Shipped,NIC-CUST0033-S1
SO-26226,2,A-20073,Machined Housing 1.500,1,EA,819.27,819.27,496.53000000000003,Price List A,2025-07-26,2025-07-26,1,Shipped,NIC-CUST0033-S1
SO-26227,1,A-20097,Machined Housing #80,3,EA,375.4,1126.2,246.81,Price List C,2025-10-05,2025-10-05,3,Shipped,NIC-CUST0002-S1
SO-26227,2,A-20003,Gearbox Sub-Assembly 2.000,1,EA,3021.66,3021.66,2450.66,Price List C,2025-09-20,2025-09-27,1,Shipped,NIC-CUST0002-S1
SO-26228,1,A-20110,Gearbox Sub-Assembly 2.000,2,EA,4698.17,9396.34,2979.18,Price List B,2025-10-19,2025-10-26,2,Shipped,NIC-CUST0010-S1
SO-26228,2,A-20078,Machined Housing 3/8-16,3,EA,1211.82,3635.46,704.75,Price List B,2025-10-31,2025-11-01,3,Shipped,NIC-CUST0010-S1
SO-26228,3,A-20076,Gearbox Sub-Assembly 1.375,1,EA,1267.47,1267.47,721.1800000000001,Price List B,2025-10-11,2025-10-11,1,Shipped,NIC-CUST0010-S1
SO-26228,4,A-20039,Shaft Coupling 1.000,1,EA,651.88,651.88,415.87,Price List B,2025-11-02,2025-11-02,1,Shipped,NIC-CUST0010-S1
SO-26228,5,A-20043,Gearbox Sub-Assembly 1.000,1,EA,2197.16,2197.16,1336.88,Price List B,2025-10-23,2025-10-24,1,Shipped,NIC-CUST0010-S1
SO-26229,1,A-20036,Gearbox Sub-Assembly M10,3,EA,3711.52,11134.56,2945.65,Price List C,2025-11-15,2025-11-15,3,Shipped,NIC-CUST0024-S1
SO-26230,1,A-20065,Machined Housing M6,1,EA,929.19,929.19,798.0,Price List D,2025-10-10,2025-10-10,1,Shipped,NIC-CUST0014-S1
SO-26230,2,A-20097,Machined Housing #80,3,EA,342.03,1026.09,246.81,Price List D,2025-10-13,2025-10-16,3,Shipped,NIC-CUST0014-S1
SO-26230,3,A-20114,Shaft Coupling 3/8-16,3,EA,319.59,958.77,244.69,Manual override,2025-11-01,2025-11-01,3,Shipped,NIC-CUST0014-S1
SO-26230,4,A-20072,Machined Housing 1.250,3,EA,442.24,1326.72,402.48,Price List D,2025-10-31,2025-10-31,3,Shipped,NIC-CUST0014-S1
SO-26230,5,A-20033,Shaft Coupling 2.000,2,EA,439.23,878.46,328.62,Price List D,2025-10-21,2025-10-24,2,Shipped,NIC-CUST0014-S1
SO-26231,1,A-20077,Machined Housing 1.250,1,EA,1166.64,1166.64,869.98,Price List C,2025-12-11,2025-12-11,1,Shipped,NIC-CUST0031-S1
SO-26231,2,A-20077,Machined Housing 1.250,1,EA,1166.64,1166.64,869.98,Price List C,2025-12-20,2025-12-23,1,Shipped,NIC-CUST0031-S1
SO-26231,3,A-20034,Shaft Coupling M10,1,EA,140.27,140.27,111.33,Price List C,2025-12-28,2026-01-04,1,Shipped,NIC-CUST0031-S1
SO-26231,4,A-20065,Machined Housing M6,3,EA,938.25,2814.75,798.0,Manual override,2025-12-15,2025-12-15,3,Shipped,NIC-CUST0031-S1
SO-26231,5,A-20114,Shaft Coupling 3/8-16,5,EA,398.6,1993.0,244.69,Price List C,2025-12-18,2025-12-25,5,Shipped,NIC-CUST0031-S1
SO-26232,1,A-20082,Machined Housing #60,1,EA,1038.42,1038.42,841.44,Manual override,2026-01-09,2026-01-09,1,Shipped,NIC-CUST0019-S1
SO-26232,2,A-20053,Machined Housing #50,2,EA,764.38,1528.76,695.65,Price List D,2026-01-09,2026-01-16,2,Shipped,NIC-CUST0019-S1
SO-26232,3,A-20034,Shaft Coupling M10,1,EA,127.81,127.81,111.33,Price List D,2025-12-18,2025-12-18,1,Shipped,NIC-CUST0019-S1
SO-26232,4,A-20092,Gearbox Sub-Assembly 2.000,3,EA,2120.77,6362.31,1915.78,Price List D,2025-12-30,2025-12-30,3,Shipped,NIC-CUST0019-S1
SO-26233,1,A-20072,Machined Housing 1.250,2,EA,485.39,970.78,402.48,Price List C,2025-07-03,2025-07-06,2,Shipped,NIC-CUST0004-S1
SO-26233,2,A-20073,Machined Housing 1.500,2,EA,670.98,1341.96,496.53000000000003,Manual override,2025-07-09,2025-07-16,2,Shipped,NIC-CUST0004-S1
SO-26233,3,A-20092,Gearbox Sub-Assembly 2.000,5,EA,2327.67,11638.35,1915.78,Price List C,2025-06-28,2025-06-28,5,Shipped,NIC-CUST0004-S1
SO-26233,4,A-20034,Shaft Coupling M10,1,EA,121.57,121.57,111.33,NIC-CPA004,2025-07-04,2025-07-04,1,Shipped,NIC-CUST0004-S1
SO-26233,5,A-20090,Machined Housing 1.250,5,EA,1212.24,6061.2,821.3000000000001,Price List C,2025-07-13,2025-07-13,5,Shipped,NIC-CUST0004-S1
SO-26234,1,A-20087,Machined Housing M12,3,EA,507.98,1523.94,333.06,Price List D,2026-03-28,2026-03-28,0,Open,NIC-CUST0003-S1
SO-26234,2,A-20101,Gearbox Sub-Assembly 5/8-11,3,EA,2949.88,8849.64,2382.4,Price List D,2026-03-28,2026-03-31,0,Backordered,NIC-CUST0003-S1
SO-26235,1,A-20031,Shaft Coupling M10,1,EA,193.34,193.34,128.84,Price List D,2025-12-09,2025-12-16,1,Shipped,NIC-CUST0019-S1
SO-26236,1,A-20061,Shaft Coupling 2.000,3,EA,265.04,795.12,175.52,Price List A,2025-12-11,2025-12-18,3,Shipped,NIC-CUST0039-S1
SO-26236,2,A-20107,Gearbox Sub-Assembly M12,1,EA,3711.05,3711.05,2631.9500000000003,Price List A,2025-11-25,2025-11-25,1,Shipped,NIC-CUST0039-S1
SO-26236,3,A-20077,Machined Housing 1.250,3,EA,1296.27,3888.81,869.98,Price List A,2025-12-02,2025-12-09,3,Shipped,NIC-CUST0039-S1
SO-26237,1,A-20114,Shaft Coupling 3/8-16,1,EA,442.89,442.89,244.69,Price List A,2025-08-06,2025-08-06,1,Shipped,NIC-CUST0012-S1
SO-26237,2,A-20038,Gearbox Sub-Assembly #80,1,EA,3136.81,3136.81,1997.97,Price List A,2025-08-15,2025-08-15,1,Shipped,NIC-CUST0012-S1
SO-26237,3,A-20070,Gearbox Sub-Assembly 1.000,3,EA,2863.63,8590.89,1739.22,Manual override,2025-08-13,2025-08-13,3,Shipped,NIC-CUST0012-S1
SO-26238,1,A-20038,Gearbox Sub-Assembly #80,1,EA,3136.81,3136.81,1997.97,Price List A,2025-11-13,2025-11-14,1,Shipped,NIC-CUST0006-S1
SO-26238,2,A-20038,Gearbox Sub-Assembly #80,1,EA,3136.81,3136.81,1997.97,Price List A,2025-11-27,2025-11-27,0,Open,NIC-CUST0006-S1
SO-26239,1,A-20043,Gearbox Sub-Assembly 1.000,5,EA,2081.52,10407.6,1336.88,Price List C,2025-09-15,2025-09-15,5,Shipped,NIC-CUST0001-S1
SO-26240,1,A-20022,Machined Housing 1.500,5,EA,184.78,923.9,155.41,Price List D,2025-10-20,2025-10-23,5,Shipped,NIC-CUST0003-S1
SO-26240,2,A-20034,Shaft Coupling M10,1,EA,127.81,127.81,111.33,Price List D,2025-10-17,2025-10-17,1,Shipped,NIC-CUST0003-S1
SO-26240,3,A-20034,Shaft Coupling M10,5,EA,127.81,639.05,111.33,Price List D,2025-10-24,2025-10-24,5,Shipped,NIC-CUST0003-S1
SO-26240,4,A-20043,Gearbox Sub-Assembly 1.000,2,EA,1896.5,3793.0,1336.88,Price List D,2025-11-04,2025-11-04,0,Open,NIC-CUST0003-S1
SO-26240,5,A-20061,Shaft Coupling 2.000,2,EA,217.33,434.66,175.52,Price List D,2025-10-23,2025-10-23,2,Shipped,NIC-CUST0003-S1
SO-26241,1,A-20065,Machined Housing M6,2,EA,1019.84,2039.68,798.0,Price List C,2025-07-05,2025-07-05,2,Shipped,NIC-CUST0034-S1
SO-26242,1,A-20082,Machined Housing #60,3,EA,1207.47,3622.41,841.44,Price List D,2025-07-06,2025-07-06,3,Shipped,NIC-CUST0015-S1
SO-26242,2,A-20061,Shaft Coupling 2.000,3,EA,206.46,619.38,175.52,Manual override,2025-06-14,2025-06-14,3,Shipped,NIC-CUST0015-S1
SO-26242,3,A-20043,Gearbox Sub-Assembly 1.000,2,EA,1896.5,3793.0,1336.88,Price List D,2025-06-21,2025-06-24,2,Shipped,NIC-CUST0015-S1
SO-26242,4,A-20072,Machined Housing 1.250,1,EA,442.24,442.24,402.48,Price List D,2025-07-06,2025-07-09,1,Shipped,NIC-CUST0015-S1
SO-26242,5,A-20070,Gearbox Sub-Assembly 1.000,5,EA,2400.94,12004.7,1739.22,Manual override,2025-06-11,2025-06-18,5,Shipped,NIC-CUST0015-S1
SO-26243,1,A-20076,Gearbox Sub-Assembly 1.375,3,EA,1116.71,3350.13,721.1800000000001,Manual override,2025-11-29,2025-11-29,3,Shipped,NIC-CUST0007-S1
SO-26244,1,A-20077,Machined Housing 1.250,1,EA,1231.46,1231.46,869.98,Price List B,2026-02-03,2026-02-04,1,Shipped,NIC-CUST0035-S1
SO-26244,2,A-20110,Gearbox Sub-Assembly 2.000,1,EA,4698.17,4698.17,2979.18,Price List B,2026-02-07,2026-02-07,1,Shipped,NIC-CUST0035-S1
SO-26245,1,A-20101,Gearbox Sub-Assembly 5/8-11,3,EA,3597.42,10792.26,2382.4,Price List A,2025-09-02,2025-09-05,3,Shipped,NIC-CUST0006-S1
SO-26245,2,A-20101,Gearbox Sub-Assembly 5/8-11,1,EA,3597.42,3597.42,2382.4,Price List A,2025-08-13,2025-08-13,1,Shipped,NIC-CUST0006-S1
SO-26246,1,A-20114,Shaft Coupling 3/8-16,3,EA,363.17,1089.51,244.69,Price List D,2025-09-18,2025-09-18,3,Shipped,NIC-CUST0015-S1
SO-26247,1,A-20110,Gearbox Sub-Assembly 2.000,1,EA,4698.17,4698.17,2979.18,Price List B,2025-05-23,2025-05-26,1,Shipped,NIC-CUST0038-S1
SO-26247,2,A-20101,Gearbox Sub-Assembly 5/8-11,1,EA,3417.55,3417.55,2382.4,Price List B,2025-05-29,2025-06-01,1,Shipped,NIC-CUST0038-S1
SO-26247,3,A-20090,Machined Housing 1.250,1,EA,1279.58,1279.58,821.3000000000001,Price List B,2025-06-03,2025-06-03,1,Shipped,NIC-CUST0038-S1
SO-26247,4,A-20063,Gearbox Sub-Assembly 5/8-11,3,EA,1891.18,5673.54,1372.91,Price List B,2025-05-22,2025-05-29,3,Shipped,NIC-CUST0038-S1
SO-26248,1,A-20020,Shaft Coupling 5/8-11,1,EA,559.46,559.46,316.62,Price List B,2025-12-25,2025-12-28,1,Shipped,NIC-CUST0013-S1
SO-26248,2,A-20061,Shaft Coupling 2.000,1,EA,251.79,251.79,175.52,Price List B,2025-12-29,2025-12-29,1,Shipped,NIC-CUST0013-S1
SO-26248,3,A-20053,Machined Housing #50,2,EA,885.56,1771.12,695.65,Price List B,2026-01-05,2026-01-05,0,Open,NIC-CUST0013-S1
SO-26248,4,A-20076,Gearbox Sub-Assembly 1.375,1,EA,1267.47,1267.47,721.1800000000001,Price List B,2025-12-27,2026-01-03,1,Shipped,NIC-CUST0013-S1
SO-26248,5,A-20043,Gearbox Sub-Assembly 1.000,1,EA,2197.16,2197.16,1336.88,Price List B,2025-12-30,2025-12-30,1,Shipped,NIC-CUST0013-S1
SO-26249,1,A-20040,Machined Housing #60,3,EA,298.58,895.74,210.93,Price List B,2025-09-21,2025-09-21,3,Shipped,NIC-CUST0013-S1
SO-26249,2,A-20110,Gearbox Sub-Assembly 2.000,2,EA,4698.17,9396.34,2979.18,Price List B,2025-08-31,2025-09-03,2,Shipped,NIC-CUST0013-S1
SO-26250,1,A-20058,Shaft Coupling size 6,1,EA,430.53,430.53,254.75,Price List A,2025-05-15,2025-05-15,1,Shipped,NIC-CUST0012-S1
SO-26250,2,A-20090,Machined Housing 1.250,2,EA,1346.93,2693.86,821.3000000000001,Price List A,2025-05-11,2025-05-12,2,Shipped,NIC-CUST0012-S1
SO-26250,3,A-20087,Machined Housing M12,5,EA,619.49,3097.45,333.06,Price List A,2025-05-06,2025-05-09,5,Shipped,NIC-CUST0012-S1
SO-26250,4,A-20034,Shaft Coupling M10,1,EA,155.86,155.86,111.33,Price List A,2025-05-17,2025-05-17,1,Shipped,NIC-CUST0012-S1
SO-26250,5,A-20040,Machined Housing #60,2,EA,314.29,628.58,210.93,Price List A,2025-04-29,2025-05-06,2,Shipped,NIC-CUST0012-S1
SO-26251,1,A-20070,Gearbox Sub-Assembly 1.000,1,EA,2895.8,2895.8,1739.22,Price List C,2025-05-13,2025-05-16,1,Shipped,NIC-CUST0017-S1
SO-26251,2,A-20110,Gearbox Sub-Assembly 2.000,2,EA,4450.9,8901.8,2979.18,Price List C,2025-05-18,2025-05-18,2,Shipped,NIC-CUST0017-S1
SO-26251,3,A-20002,Gearbox Sub-Assembly 3/8-16,1,EA,2311.59,2311.59,1931.15,Price List C,2025-05-20,2025-05-20,1,Shipped,NIC-CUST0017-S1
SO-26252,1,A-20034,Shaft Coupling M10,3,EA,134.74,404.22,111.33,Manual override,2025-08-15,2025-08-15,3,Shipped,NIC-CUST0010-S1
SO-26252,2,A-20033,Shaft Coupling 2.000,1,EA,508.87,508.87,328.62,Price List B,2025-07-30,2025-08-06,1,Shipped,NIC-CUST0010-S1
SO-26252,3,A-20070,Gearbox Sub-Assembly 1.000,1,EA,3056.68,3056.68,1739.22,Price List B,2025-08-17,2025-08-24,1,Shipped,NIC-CUST0010-S1
SO-26253,1,A-20070,Gearbox Sub-Assembly 1.000,2,EA,2895.8,5791.6,1739.22,Price List C,2025-12-21,2025-12-22,2,Shipped,NIC-CUST0002-S1
SO-26253,2,A-20090,Machined Housing 1.250,1,EA,1212.24,1212.24,821.3000000000001,Price List C,2025-12-22,2025-12-23,1,Shipped,NIC-CUST0002-S1
SO-26254,1,A-20013,Shaft Coupling 5/8-11,1,EA,218.8,218.8,162.20000000000002,Price List B,2025-04-25,2025-04-25,1,Shipped,NIC-CUST0029-S1
SO-26254,2,A-20092,Gearbox Sub-Assembly 2.000,5,EA,2456.99,12284.95,1915.78,Price List B,2025-04-11,2025-04-14,5,Shipped,NIC-CUST0029-S1
SO-26255,1,A-20107,Gearbox Sub-Assembly M12,5,EA,3043.06,15215.3,2631.9500000000003,Price List D,2025-05-01,2025-05-04,5,Shipped,NIC-CUST0008-S1
SO-26256,1,A-20013,Shaft Coupling 5/8-11,2,EA,230.32,460.64,162.20000000000002,Price List A,2025-11-12,2025-11-12,2,Shipped,NIC-CUST0006-S1
SO-26256,2,A-20043,Gearbox Sub-Assembly 1.000,2,EA,2312.8,4625.6,1336.88,Price List A,2025-11-08,2025-11-08,2,Shipped,NIC-CUST0006-S1
SO-26256,3,A-20076,Gearbox Sub-Assembly 1.375,1,EA,1334.18,1334.18,721.1800000000001,Price List A,2025-11-20,2025-11-23,1,Shipped,NIC-CUST0006-S1
SO-26257,1,A-20065,Machined Housing M6,1,EA,1133.16,1133.16,798.0,Price List A,2025-10-16,2025-10-17,1,Shipped,NIC-CUST0033-S1
SO-26257,2,A-20107,Gearbox Sub-Assembly M12,1,EA,3711.05,3711.05,2631.9500000000003,Price List A,2025-10-16,2025-10-16,1,Shipped,NIC-CUST0033-S1
SO-26257,3,A-20101,Gearbox Sub-Assembly 5/8-11,1,EA,3597.42,3597.42,2382.4,Price List A,2025-10-06,2025-10-09,1,Shipped,NIC-CUST0033-S1
SO-26258,1,A-20034,Shaft Coupling M10,1,EA,127.81,127.81,111.33,Price List D,2026-01-31,2026-01-31,0,Open,NIC-CUST0014-S1
SO-26258,2,A-20043,Gearbox Sub-Assembly 1.000,2,EA,1896.5,3793.0,1336.88,Price List D,2026-01-29,2026-01-29,2,Shipped,NIC-CUST0014-S1
SO-26258,3,A-20110,Gearbox Sub-Assembly 2.000,1,EA,4055.26,4055.26,2979.18,Price List D,2026-02-22,2026-02-23,1,Shipped,NIC-CUST0014-S1
SO-26258,4,A-20053,Machined Housing #50,5,EA,764.38,3821.9,695.65,Price List D,2026-01-31,2026-02-03,5,Shipped,NIC-CUST0014-S1
SO-26258,5,A-20038,Gearbox Sub-Assembly #80,5,EA,2572.18,12860.9,1997.97,Price List D,2026-02-11,2026-02-11,5,Shipped,NIC-CUST0014-S1
SO-26259,1,A-20061,Shaft Coupling 2.000,5,EA,217.33,1086.65,175.52,Price List D,2025-09-16,2025-09-17,5,Shipped,NIC-CUST0014-S1
SO-26259,2,A-20034,Shaft Coupling M10,2,EA,127.81,255.62,111.33,Price List D,2025-09-13,2025-09-13,2,Shipped,NIC-CUST0014-S1
SO-26259,3,A-20072,Machined Housing 1.250,1,EA,442.24,442.24,402.48,Price List D,2025-09-11,2025-09-11,1,Shipped,NIC-CUST0014-S1
SO-26260,1,A-20087,Machined Housing M12,5,EA,619.49,3097.45,333.06,Price List A,2025-10-26,2025-10-26,5,Shipped,NIC-CUST0006-S1
SO-26261,1,A-20076,Gearbox Sub-Assembly 1.375,1,EA,1094.03,1094.03,721.1800000000001,Price List D,2025-05-23,2025-05-24,1,Shipped,NIC-CUST0011-S1
SO-26261,2,A-20114,Shaft Coupling 3/8-16,2,EA,326.85,653.7,244.69,Manual override,2025-05-28,2025-05-28,2,Shipped,NIC-CUST0011-S1
SO-26261,3,A-20058,Shaft Coupling size 6,1,EA,353.03,353.03,254.75,Price List D,2025-05-28,2025-05-28,1,Shipped,NIC-CUST0011-S1
SO-26261,4,A-20073,Machined Housing 1.500,2,EA,671.8,1343.6,496.53000000000003,Price List D,2025-05-30,2025-06-02,0,Open,NIC-CUST0011-S1
SO-26261,5,A-20107,Gearbox Sub-Assembly M12,2,EA,3043.06,6086.12,2631.9500000000003,Price List D,2025-06-06,2025-06-06,0,Open,NIC-CUST0011-S1
SO-26262,1,A-20070,Gearbox Sub-Assembly 1.000,1,EA,3217.56,3217.56,1739.22,Price List A,2025-11-30,2025-12-07,1,Shipped,NIC-CUST0022-S1
SO-26262,2,A-20101,Gearbox Sub-Assembly 5/8-11,5,EA,3597.42,17987.1,2382.4,Price List A,2025-12-15,2025-12-22,5,Shipped,NIC-CUST0022-S1
SO-26262,3,A-20053,Machined Housing #50,2,EA,932.17,1864.34,695.65,Price List A,2025-12-13,2025-12-14,2,Shipped,NIC-CUST0022-S1
