So Number,Line,Item Id,Description,Qty,Uom,Price,Extended Price,Cost,Price Source,Requested Date,Promised Date,Shipped Qty,Line Status,Ship To Id
SO-26053,1,CONV-1089,Conveyor Drive Package #60,2,EA,7019.91,14039.82,5864.59,Price List C,2025-11-01,2025-11-01,2,Shipped,KBD-CUST0031-S1
SO-26053,2,SPRO-1009,Sprocket size 8,12,EA,38.43,461.16,24.54,Price List C,2025-11-15,2025-11-15,0,Open,KBD-CUST0031-S1
SO-26053,3,CONV-1023,Conveyor Drive Package 3/4-10,1,EA,5850.75,5850.75,3652.15,Price List C,2025-11-04,2025-11-11,1,Shipped,KBD-CUST0031-S1
SO-26054,1,TIM-LM11949-LM11910,Tapered roller bearing set,10,EA,9.46,94.6,7.6,Price List B,2025-08-26,2025-08-27,10,Shipped,KBD-CUST0020-S1
SO-26054,2,CONV-1059,Conveyor Drive Package 1/4-20,1,EA,5263.42,5263.42,3693.63,Price List B,2025-08-18,2025-08-25,1,Shipped,KBD-CUST0020-S1
SO-26054,3,TIMI-1020,Timing Belt 5/16-18,6,EA,73.15,438.9,52.03,Price List B,2025-08-11 ,2025-08-12,6,Shipped,KBD-CUST0020-S1
SO-26054,4,ROLL-1012,Roller Chain ANSI 2.000,100,EA,59.14,5914.0,47.52,Price List B,2025-08-10,2025-08-17,100,Shipped,KBD-CUST0020-S1
SO-26055,1,SHEA-1038,Sheave / Pulley 2.000,1,EA,457.09,457.09,295.28000000000003,Price List C,2025-06-19,2025-06-22,1,Shipped,KBD-CUST0026-S1
SO-26055,2,TIMI-1071,Timing Belt 5/8-11,25,EA,107.11,2677.75,74.85000000000001,Price List C,2025-06-09,2025-06-12,0,Open,KBD-CUST0026-S1
SO-26055,3,TIMI-1071,Timing Belt 5/8-11,12,EA,96.4,1156.8,74.85000000000001,Manual override,2025-06-18,18-Jun-2025,12,Shipped,KBD-CUST0026-S1
SO-26056,1,SPRO-1002,Sprocket 1/4-20,25,EA,90.07,2251.75,65.84,Price List B,2025-12-12,2025-12-13,25,Shipped,KBD-CUST0027-S1
SO-26056,2,ROLL-1044,Roller Chain ANSI #80,3,EA,241.9,725.7,140.68,Price List B,2025-12-18,2025-12-18,3,Shipped,KBD-CUST0027-S1
SO-26056,3,TIMI-1030,Timing Belt 1/2-13,10,EA,105.56,1055.6,66.14,Price List B,2025-12-04,2025-12-11,10,Shipped,KBD-CUST0027-S1
SO-26056,4,GAT-B62,Hi-Power II V-belt B62,25,EA,18.58,464.5,12.7,Price List B,2025-12-12,2025-12-12,25,Shipped,KBD-CUST0027-S1
SO-26056,5,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,3,EA,210.21,630.63,135.75,Price List B,2025-11-27,27-Nov-2025 ,3,Shipped,KBD-CUST0027-S1
SO-26057,1,CONV-1013,Conveyor Drive Package 1.500,5,EA,4194.61,20973.05,2336.18,Price List B,2026-02-21,2026-02-28,0,Open ,KBD-CUST0032-S1
SO-26057,2,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,2,EA,210.21,420.42,135.75,Price List B,2026-02-14,2026-02-15,2,Shipped,KBD-CUST0032-S1
SO-26058,1,SHEA-1077,Sheave / Pulley #60,2,EA,114.3,228.6,67.98,Price List B,2025-10-13,2025-10-13,2,Shipped,KBD-CUST0020-S1
SO-26058,2,SPRO-1041,Sprocket M6,25,EA,61.12,1528.0,35.35,Price List B,2025-10-04,2025-10-04,0,Open,KBD-CUST0020-S1
SO-26058,3,SPRO-1069,Sprocket #50,3,EA,192.46,577.38,115.11,Price List B,2025-10-21,2025-10-28,0,Open,KBD-CUST0020-S1
SO-26059,1,GEAR-1084,Gear Reducer M6 ,3,EA,5318.78,15956.34,3456.0,Price List C,2025-04-22,2025-04-22,3,Shipped,KBD-CUST0031-S1
SO-26059,2,MOUN-1008,Mounted Ball Bearing Unit #60,10,EA,103.25,1032.5,71.79,Manual override,2025-04-27,2025-04-28,10,Shipped,KBD-CUST0031-S1
SO-26059,3,SHEA-1028,Sheave / Pulley #80,1,EA,473.86,473.86,284.6,Price List C,2025-05-05,2025-05-05,1,Shipped,KBD-CUST0031-S1
SO-26059,4,MOUN-1081,Mounted Ball Bearing Unit 5/8-11,2,EA,74.96,149.92,61.24,Price List C,2025-04-17,2025-04-24,2,Shipped,KBD-CUST0031-S1
SO-26060,1,CONV-1023,Conveyor Drive Package 3/4-10,2,EA,5330.68,10661.36,3652.15,Price List D,2025-10-26,2025-10-29,2,Shipped,KBD-CUST0014-S1
SO-26061,1,SPRO-1061,Sprocket #50,4,EA,115.25,461.0,87.28,Price List B,2026-02-24,2026-03-03,4,Shipped,KBD-CUST0015-S1
SO-26061,2,SPRO-1087,Sprocket 1/2-13,1,EA,61.79,61.79,44.550000000000004,Price List B,2026-02-05,2026-02-05,1,Shipped,KBD-CUST0015-S1
SO-26062,1,AC-1054,AC Motor TEFC 1.500,3,EA,2419.21,7257.63,1828.58,Price List C,2025-12-23,2025-12-24,3,Shipped,KBD-CUST0016-S1
SO-26062,2,SPRO-1041 ,Sprocket M6,6,EA,57.91,347.46,35.35,Price List C,"Dec 19, 2025",12/19/2025,6,Shipped,KBD-CUST0016-S1
SO-26062,3,AC-1086,AC Motor TEFC 5/16-18,1,EA,3593.47,3593.47,2390.86,Price List C,2025-12-26,2026-01-02,1,Shipped ,KBD-CUST0016-S1
SO-26063,1,TIMI-1032,Timing Belt size 6,2,EA,54.1,108.2,32.99,Price List A,2026-02-05,2026-02-08,2,Shipped,KBD-CUST0003-S1
SO-26063,2,SHEA-1007,Sheave / Pulley 2.000,1,EA,211.8,211.8,129.94,Price List A,2026-02-22,2026-02-22,1,Shipped,KBD-CUST0003-S1
SO-26064,1,ROLL-1026,Roller Chain ANSI #50,3,EA,225.86,677.58,129.92000000000002,Price List B,"Oct 24, 2025",2025-10-24,3,Shipped,KBD-CUST0015-S1
SO-26064,2,SPRO-1047,Sprocket #80,50,EA,22.37,1118.5,13.77,Price List B,2025-10-10,2025-10-10,50,Shipped,KBD-CUST0015-S1
SO-26065,1,SPRO-1087,Sprocket 1/2-13,10,EA,53.33,533.3,44.550000000000004,Price List D,2026-03-11,2026-03-11,10,Shipped,KBD-CUST0014-S1
SO-26065,2,MOUN-1083,Mounted Ball Bearing Unit size 8,2,EA,113.72,227.44,87.77,Price List D ,09-Mar-2026,2026-03-12,2,Shipped,KBD-CUST0014-S1
SO-26065,3,TIMI-1014,Timing Belt 1.000,10,EA,68.98,689.8,49.480000000000004,Price List D,2026-02-14,2026-02-15,10,Shipped,KBD-CUST0014-S1
SO-26065,4,GEAR-1060,Gear Reducer #60,1,EA,4044.95,4044.95,3102.4300000000003,Price List D,2026-02-18,2026-02-19,1,Shipped,KBD-CUST0014-S1
SO-26065,5,SPRO-1070,Sprocket M12,6,EA,32.95,197.7,22.96,Price List D,2026-02-25,2026-03-04,6,Shipped,KBD-CUST0014-S1
SO-26066,1,AC-1086,AC Motor TEFC 5/16-18,5,EA,3793.1,18965.5,2390.86,Price List B,2025-12-16,2025-12-23,5,Shipped,KBD-CUST0030-S1
SO-26066,2,SHEA-1028,Sheave / Pulley #80,1,EA,500.18,500.18,284.6,Price List B,2025-11-20,2025-11-20,1,Shipped,KBD-CUST0030-S1
SO-26066,3,CONV-1046,Conveyor Drive Package 1/4-20,5,EA,9794.27,48971.35,7311.89,Price List B,2025-12-08,2025-12-15,5,Shipped,KBD-CUST0030-S1
SO-26066,4,MOUN-1031,Mounted Ball Bearing Unit 1.500,100,EA,55.63,5563.0,38.78,Price List B,2025-12-09,2025-12-10,100,Shipped,KBD-CUST0030-S1
SO-26066,5,GEAR-1016,Gear Reducer size 6,2,EA,2725.51,5451.02,2265.26,Manual override,2025-12-15,12/18/25,2,Shipped,KBD-CUST0030-S1
SO-26067,1,SPRO-1050,Sprocket 5/16-18,1,EA,17.99,17.99,12.85,Price List A,2025-06-05,12-Jun-2025,1,Shipped,KBD-CUST0003-S1
SO-26067,2,ROLL-1044,Roller Chain ANSI #80,5,EA,241.9,1209.5,140.68,Manual override,2025-06-06,2025-06-06,5,Shipped,KBD-CUST0003-S1
SO-26067,3,AC-1074,AC Motor TEFC M8 ,1,EA,2567.55,2567.55,1663.14,Manual override,2025-06-02,2025-06-05,1,Shipped,KBD-CUST0003-S1
SO-26067,4,GEAR-1073,Gear Reducer 5/16-18,2,EA,2927.51,5855.02,1938.75,Price List A,2025-05-27,2025-05-27,2,Shipped,KBD-CUST0003-S1
SO-26067,5,ROLL-1021,Roller Chain ANSI 5/16-18,4,EA,131.32,525.28,81.74,KBD-CPA001,2025-05-23,2025-05-23,4,Shipped,KBD-CUST0003-S1
SO-26068,1,SHEA-1045,Sheave / Pulley M10,50,EA,64.37,3218.5,47.68,Price List C,2025-08-16,2025-08-19,50,Shipped,KBD-CUST0031-S1
SO-26068,2,TIMI-1056,Timing Belt 5/16-18,10,EA,25.09,250.9,17.21,Price List C,2025-08-17,2025-08-18,10,Shipped,KBD-CUST0031-S1
SO-26068,3,TIM-LM11949-LM11910,Tapered roller bearing set,4,EA,8.96,35.84,7.6,Price List C,2025-08-31,2025-08-31,4,Shipped,KBD-CUST0031-S1
SO-26068,4,CONV-1043,Conveyor Drive Package 1.375,2,EA,2484.13,4968.26,1971.53,Price List C,2025-09-03,2025-09-10,2,Shipped,KBD-CUST0031-S1
SO-26068,5,AC-1074,AC Motor TEFC M8,1,EA,2385.34,2385.34,1663.14,Manual override,2025-08-21,2025-08-21,1,Shipped,KBD-CUST0031-S1
SO-26069,1,SHEA-1082,Sheave / Pulley 1/4-20,1,EA,285.52,285.52,186.61,Price List C,27-Jul-2025,2025-08-03,1,Shipped,KBD-CUST0031-S1
SO-26070,1,GEAR-1016,Gear Reducer size 6,3,EA,3375.24,10125.72,2265.26,Price List A,"Jul 22, 2025",2025-07-29,3,Shipped,KBD-CUST0010-S1
SO-26070,2,SHEA-1019 ,Sheave / Pulley M8,12,EA,174.83,2097.96,94.5,Price List A,2025-07-18,"Jul 18, 2025",12,Shipped,KBD-CUST0010-S1
SO-26071,1,SHEA-1088,Sheave / Pulley 1/4-20,5,EA,289.7,1448.5,189.79,Manual override,"Aug 06, 2025",2025-08-09,5,Shipped,KBD-CUST0019-S1
SO-26071,2,SHEA-1007,Sheave / Pulley 2.000,3,EA,211.8,635.4,129.94,Price List A,2025-08-11,2025-08-18,3,Shipped,KBD-CUST0019-S1
SO-26072,1,AC-1057,AC Motor TEFC M10,3,EA,1057.42,3172.26,687.08,Price List C,2025-09-02,2025-09-05,3,Shipped,KBD-CUST0016-S1
SO-26072,2,ROLL-1012,Roller Chain ANSI 2.000,10,EA,56.02,560.2,47.52,Price List C,2025-09-11,"Sep 12, 2025",10,Shipped,KBD-CUST0016-S1
SO-26072,3,TIMI-1032,Timing Belt size 6,6,EA,48.69,292.14,32.99,Price List C,2025-09-01,2025-09-08,6,Shipped,KBD-CUST0016-S1
SO-26072,4,SPRO-1087,Sprocket 1/2-13,25,EA,58.54,1463.5,44.550000000000004,Price List C,2025-08-26,2025-08-26,25,Shipped,KBD-CUST0016-S1
SO-26072,5,SPRO-1069,Sprocket #50,2,EA,182.33,364.66,115.11,Price List C,2025-08-18,2025-08-21,2,Shipped,KBD-CUST0016-S1
SO-26073,1,MOUN-1083,Mounted Ball Bearing Unit size 8,12,EA,131.75,1581.0,87.77,Price List B,07/19/25,2025-07-22,12,Shipped,KBD-CUST0020-S1
SO-26073,2,SHEA-1035,Sheave / Pulley 1.000,1,EA,197.53,197.53,148.52,Price List B,2025-07-02,07/02/25,1,Shipped,KBD-CUST0020-S1
SO-26073,3,SPRO-1004,Sprocket 3/8-16,200,EA,53.72,10744.0,42.84,Price List B,07/10/2025,2025-07-10,0,Open,KBD-CUST0020-S1
SO-26074,1,SHEA-1003,Sheave / Pulley #50 ,3,EA,264.81,794.43,235.72,Price List D,2026-01-09,2026-01-12,0,Open,KBD-CUST0011-S1
SO-26074,2,CONV-1039,Conveyor Drive Package 5/8-11,3,EA,7916.29,23748.87,7046.72,Price List D,2026-01-09,2026-01-12,3,Shipped,KBD-CUST0011-S1
SO-26074,3,SHEA-1003,Sheave / Pulley #50,3,EA,264.81,794.43,235.72,Price List D,2026-01-21,2026-01-22,3,Shipped,KBD-CUST0011-S1
SO-26075,1,ROLL-1012,Roller Chain ANSI 2.000,25,EA,51.05,1276.25,47.52,Price List D,2025-10-17,2025-10-20,25,Shipped,KBD-CUST0011-S1
SO-26075,2,GEAR-1066,Gear Reducer 1.000,3,EA,1447.57,4342.71,1270.02,Price List D,28-Oct-2025,2025-10-29,3,Shipped,KBD-CUST0011-S1
SO-26075,3,TIMI-1058,Timing Belt M6,10,EA,110.11,1101.1,84.45,Price List D,2025-10-25,2025-10-26,10,Shipped,KBD-CUST0011-S1
SO-26075,4,CONV-1051,Conveyor Drive Package 1/4-20,5,EA,5033.5,25167.5,4147.58,Price List D,2025-10-16,10/16/2025,5,Shipped,KBD-CUST0011-S1
SO-26076,1,SPRO-1055,Sprocket #50,200,EA,39.06,7812.0,26.94,Price List A,2025-10-05,2025-10-05,200,Shipped,KBD-CUST0010-S1
SO-26076,2,CONV-1042,Conveyor Drive Package 2.000,1,EA,7636.18,7636.18,5159.58,Price List A,2025-10-29,10/29/25,0,Open,KBD-CUST0010-S1
SO-26076,3,CONV-1023,Conveyor Drive Package 3/4-10,3,EA,5980.76,17942.28,3652.15,Manual override,2025-10-13,2025-10-16,3,Shipped,KBD-CUST0010-S1
SO-26076,4,CONV-1046,Conveyor Drive Package 1/4-20,2,EA,10309.76,20619.52,7311.89,Price List A,2025-10-09,2025-10-09,2,Shipped,KBD-CUST0010-S1
SO-26077,1,ROLL-1012,Roller Chain ANSI 2.000,2,EA,59.14,118.28,47.52,Price List B,2025-12-27,"Dec 27, 2025",2,Shipped,KBD-CUST0015-S1
SO-26078,1,MOUN-1083 ,Mounted Ball Bearing Unit size 8,2,EA,131.75,263.5,87.77,Price List B,2026-01-06,2026-01-13,2,Shipped,KBD-CUST0015-S1
SO-26078,2,CONV-1046,Conveyor Drive Package 1/4-20,3,EA,9304.56,27913.68,7311.89,Manual override,2025-12-19,2025-12-19,3,Shipped,KBD-CUST0015-S1
SO-26079,1,SPRO-1076,Sprocket 5/16-18,25,EA,17.16,429.0,13.24,Price List C ,2025-08-26,2025-09-02,25,Shipped,KBD-CUST0016-S1
SO-26079,2,SPRO-1041,Sprocket M6,1,EA,57.91,57.91,35.35,Price List C ,2025-08-28,2025-08-31,1,Shipped,KBD-CUST0016-S1
SO-26079,3,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,1,EA,199.14,199.14,135.75,Price List C,2025-09-16,09/16/2025,1,Shipped,KBD-CUST0016-S1
SO-26079,4,SPRO-1076,Sprocket 5/16-18,50,EA,17.16,858.0,13.24,Price List C,2025-08-27,2025-08-28,50,Shipped,KBD-CUST0016-S1
SO-26079,5,SPRO-1015,Sprocket 3/8-16,100,EA ,93.97,9397.0,74.58,Price List C,2025-08-27,2025-08-27,100,Shipped,KBD-CUST0016-S1
SO-26080,1,SPRO-1070,Sprocket M12,10,EA,32.95,329.5,22.96,Price List D,2025-12-21,2025-12-22,10,Shipped,KBD-CUST0011-S1
SO-26080,2,SKF-6308-2Z,"Deep groove ball bearing 40x90x23, shielded ",50,EA,10.93,546.5,10.25,Price List D,2025-12-28,2025-12-28,50,Shipped,KBD-CUST0011-S1
SO-26080,3,CONV-1039,Conveyor Drive Package 5/8-11,1,EA,7916.29,7916.29,7046.72,Price List D,2026-01-04 ,05-Jan-2026,0,Backordered,KBD-CUST0011-S1
SO-26081,1,ROLL-1053,Roller Chain ANSI #80,100,EA,102.63,10263.0,86.10000000000001,Manual override,2025-11-27,2025-11-27,100,Shipped,KBD-CUST0001-S1 
SO-26081,2,GEAR-1066,Gear Reducer 1.000,3,EA,1271.04,3813.12,1270.02,KBD-CPA006,2025-12-03,2025-12-06,3,Shipped,KBD-CUST0001-S1
SO-26082,1,ROLL-1053,Roller Chain ANSI #80,4,EA,111.42,445.68,86.10000000000001,Manual override,2025-04-16,2025-04-17,4,Shipped,KBD-CUST0013-S1
SO-26082,2,SPRO-1009,Sprocket size 8,1,EA,38.43,38.43,24.54,Price List C,2025-04-25,2025-04-25,1,Shipped,KBD-CUST0013-S1
SO-26082,3,SHEA-1082,Sheave / Pulley 1/4-20,3,EA,285.52,856.56,186.61,Price List C,14-Apr-2025,2025-04-15,0,Open,KBD-CUST0013-S1
SO-26082,4,SHEA-1045,Sheave / Pulley M10,200,EA,64.37,12874.0,47.68,Price List C ,2025-04-10,2025-04-17,200,Shipped,KBD-CUST0013-S1
SO-26083,1,CONV-1042,Conveyor Drive Package 2.000,3,EA,7636.18,22908.54,5159.58,Price List A,07/03/25,2025-07-04,3,Shipped,KBD-CUST0017-S1
SO-26083,2,TIMI-1000,Timing Belt 1.500 ,2,EA,62.25,124.5,43.53,Price List A,2025-06-27,2025-06-28,2,Shipped,KBD-CUST0017-S1
SO-26083,3,SPRO-1069,Sprocket #50,1,EA,202.59,202.59,115.11,Price List A,2025-06-23,06/26/2025,1,Shipped,KBD-CUST0017-S1
SO-26083,4,AC-1063,AC Motor TEFC 3/4-10,1,EA ,2247.5,2247.5,1677.24,Price List A,2025-07-03,"Jul 10, 2025",1,Shipped,KBD-CUST0017-S1
SO-26083,5,GAT-B62,Hi-Power II V-belt B62,10,EA,19.56,195.6,12.7,Price List A,2025-06-23,2025-06-24,10,Shipped,KBD-CUST0017-S1 
SO-26084,1,CONV-1089,Conveyor Drive Package #60,5,EA,7409.9,37049.5,5864.59,Price List B,2025-12-01,2025-12-02,5,Shipped,KBD-CUST0023-S1
SO-26084,2,SHEA-1068,Sheave / Pulley 1/4-20,1,EA,290.24,290.24,180.78,Price List B,2025-11-27,2025-11-27,1,Shipped ,KBD-CUST0023-S1
SO-26084,3,SPRO-1015,Sprocket 3/8-16 ,200,EA,99.19,19838.0,74.58,Price List B,2025-12-04,2025-12-04,200,Shipped,KBD-CUST0023-S1
SO-26084,4,TIMI-1014,Timing Belt 1.000,6,EA,79.91,479.46,49.480000000000004,Price List B,2025-11-21,2025-11-24,6,Shipped,KBD-CUST0023-S1
SO-26084,5,CONV-1046,Conveyor Drive Package 1/4-20,3,EA,9794.27,29382.81,7311.89,Price List B,2025-11-30,11/30/2025,3,Shipped,KBD-CUST0023-S1
SO-26085,1,SPRO-1004 ,Sprocket 3/8-16,100,EA,50.89,5089.0,42.84,Price List C,2026-04-02,2026-04-05,0,Open,KBD-CUST0025-S1
SO-26086,1,TIMI-1071,Timing Belt 5/8-11,1,EA,119.01,119.01,74.85000000000001,Price List A ,2026-04-18,2026-04-19,0,Open,KBD-CUST0017-S1
SO-26086,2,TIMI-1030,Timing Belt 1/2-13,12,EA,111.12,1333.44,66.14,Price List A,2026-04-09,2026-04-09,0,Open,KBD-CUST0017-S1
SO-26086,3,AC-1086,AC Motor TEFC 5/16-18,2,EA,3992.74,7985.48,2390.86,Price List A,2026-04-04,2026-04-04,0,Backordered,KBD-CUST0017-S1
SO-26086,4,TIMI-1056,Timing Belt 5/16-18,100,EA,27.88,2788.0,17.21,Price List A,2026-04-04,2026-04-04,0,Open ,KBD-CUST0017-S1
SO-26087,1,SPRO-1087,Sprocket 1/2-13,12,EA,53.33,639.96,44.550000000000004,Price List D,2025-12-14,2025-12-21,12,Shipped,KBD-CUST0011-S1
SO-26087,2,SPRO-1041,Sprocket M6,50,EA,52.76,2638.0,35.35,Price List D,2025-12-19,2025-12-22,50,Shipped,KBD-CUST0011-S1
SO-26087,3,CONV-1042,Conveyor Drive Package 2.000,2,EA,6261.67,12523.34,5159.58,Price List D,2025-12-09,2025-12-09,2,Shipped,KBD-CUST0011-S1
SO-26088,1,MOUN-1034,Mounted Ball Bearing Unit M12,4,EA,42.77,171.08,23.82,Price List B,2025-04-20,2025-04-23,4,Shipped,KBD-CUST0021-S1
SO-26088,2,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,1,EA,203.9,203.9,135.75,Manual override,2025-04-16,2025-04-16,1,Shipped,KBD-CUST0021-S1
SO-26089,1,MOUN-1029,Mounted Ball Bearing Unit 1.500,4,EA,129.68,518.72,86.28,Price List C,2025-06-25,2025-06-28,4,Shipped,KBD-CUST0028-S1
SO-26089,2,AC-1086,AC Motor TEFC 5/16-18,5,EA,3593.47,17967.35,2390.86,Price List C,2025-06-09,2025-06-16,5,Shipped,KBD-CUST0028-S1
SO-26089,3,GEAR-1067,Gear Reducer M6,1,EA,632.08,632.08,498.09000000000003,Price List C,2025-06-06,2025-06-06,1,Shipped,KBD-CUST0028-S1
SO-26089,4,AC-1054,AC Motor TEFC 1.500,3,EA,2419.21,7257.63,1828.58,Price List C,2025-06-08,2025-06-15,3,Shipped,KBD-CUST0028-S1
SO-26090,1,CONV-1051,Conveyor Drive Package 1/4-20,3,EA,5770.11,17310.33,4147.58,Manual override,06/17/25,2025-06-17,3,Shipped,KBD-CUST0019-S1
SO-26091,1,SPRO-1087,Sprocket 1/2-13,2,EA ,61.79,123.58,44.550000000000004,Price List B,"Aug 06, 2025",2025-08-06,2,Shipped,KBD-CUST0006-S1
SO-26091,2,AC-1006,AC Motor TEFC 1.250,3,EA,3521.74,10565.22,2130.52,Price List B,2025-07-24,2025-07-31,3,Shipped,KBD-CUST0006-S1
SO-26091,3,CONV-1042 ,Conveyor Drive Package 2.000,2,EA,7036.74,14073.48,5159.58,Manual override,2025-08-04,2025-08-07,2,Shipped,KBD-CUST0006-S1
SO-26091,4,TIMI-1000,Timing Belt 1.500 ,10,EA,59.14,591.4,43.53,Price List B,2025-07-18,2025-07-18,10,Shipped,KBD-CUST0006-S1
SO-26092,1,CONV-1046,Conveyor Drive Package 1/4-20,3,EA,9278.78,27836.34,7311.89,Price List C,2025-10-14,2025-10-15,3,Shipped,KBD-CUST0013-S1
SO-26092,2,TIMI-1056,Timing Belt 5/16-18,12,EA,25.09,301.08,17.21,Price List C,2025-10-08,2025-10-15,12,Shipped,KBD-CUST0013-S1
SO-26092,3,CONV-1013,Conveyor Drive Package 1.500,1,EA,3973.84,3973.84,2336.18,Price List C,2025-10-26,11/02/2025,1,Shipped,KBD-CUST0013-S1
SO-26093,1,AC-1085,AC Motor TEFC M6,5,EA,480.61,2403.05,365.76,Price List C,2026-03-27,2026-03-27,5,Shipped,KBD-CUST0028-S1
SO-26093,2,SPRO-1011,Sprocket #60,2,EA ,193.48,386.96,118.48,Manual override,2026-03-31,2026-04-07,0,Open,KBD-CUST0028-S1
SO-26093,3,TIMI-1014,Timing Belt 1.000,200,EA,75.71,15142.0,49.480000000000004,Price List C,2026-04-01,2026-04-01,0,Open,KBD-CUST0028-S1
SO-26093,4,MOUN-1083,Mounted Ball Bearing Unit size 8,6,EA,124.81,748.86,87.77,Price List C,2026-03-19,2026-03-19,6,Shipped,KBD-CUST0028-S1
SO-26093,5,SHEA-1028,Sheave / Pulley #80,2,EA,473.86,947.72,284.6,Price List C,04/10/26,2026-04-10,0,Open,KBD-CUST0028-S1
SO-26094,1,ROLL-1079,Roller Chain ANSI M8,2,EA,160.9,321.8,102.65,Price List B,2025-09-25,2025-10-02,2,Shipped,KBD-CUST0015-S1 
SO-26095,1,SKF-6205-2RS1,"Deep groove ball bearing 25x52x15, sealed",100,EA,4.6,460.0,3.55,Price List C,2025-06-07,2025-06-08,100,Shipped,KBD-CUST0026-S1
SO-26096,1,CONV-1089,Conveyor Drive Package #60,1,EA,6395.92,6395.92,5864.59,Price List D,2025-12-07,2025-12-07,1,Shipped,KBD-CUST0018-S1
SO-26096,2,GEAR-1010,Gear Reducer 1.375,5,EA,3972.42,19862.1,2784.15,Price List D,2025-12-27,28-Dec-2025,5,Shipped,KBD-CUST0018-S1 
SO-26097,1,SPRO-1002,Sprocket 1/4-20,1,EA,90.07,90.07,65.84,Price List B,2025-12-29,2025-12-30,1,Shipped,KBD-CUST0022-S1
SO-26097,2,SPRO-1004,Sprocket 3/8-16,50,EA,53.72,2686.0,42.84,Price List B,2026-01-04,2026-01-04,50,Shipped ,KBD-CUST0022-S1
SO-26097,3,MOUN-1029,Mounted Ball Bearing Unit 1.500,200,EA,136.89,27378.0,86.28,Price List B,2025-12-31,2026-01-01,200,Shipped,KBD-CUST0022-S1
SO-26098,1,SPRO-1002,Sprocket 1/4-20,100,EA,85.33,8533.0,65.84,Price List C,2026-01-07,2026-01-07,100,Shipped,KBD-CUST0016-S1
SO-26098,2,AC-1057,AC Motor TEFC M10,3,EA,951.68,2855.04,687.08,Manual override,2026-01-09,2026-01-12,3,Shipped,KBD-CUST0016-S1
SO-26098,3,SKF-6308-2Z,"Deep groove ball bearing 40x90x23, shielded",1,EA,12.0,12.0,10.25,Price List C,2026-01-10,2026-01-10 ,1,Shipped,KBD-CUST0016-S1
SO-26098,4,SPRO-1076,Sprocket 5/16-18,100,EA,17.16,1716.0,13.24,Price List C,"Jan 05, 2026",2026-01-12,100,Shipped,KBD-CUST0016-S1
SO-26099,1,SHEA-1077,Sheave / Pulley #60,25,EA,108.29,2707.25,67.98,Price List C,2026-01-04,2026-01-05,25,Shipped,KBD-CUST0012-S1
SO-26099,2,TIMI-1032,Timing Belt size 6,50,EA,48.69,2434.5,32.99,Price List C,2026-01-04,2026-01-11,50,Shipped,KBD-CUST0012-S1
SO-26100,1,ROLL-1012,Roller Chain ANSI 2.000,10,EA,59.14,591.4,47.52,Price List B,2025-07-29,07/30/25,10,Shipped,KBD-CUST0032-S1
SO-26100,2,ROLL-1012,Roller Chain ANSI 2.000,200,EA,59.14,11828.0,47.52,Price List B,2025-07-28,2025-07-28,200,Shipped,KBD-CUST0032-S1
SO-26100,3,SHEA-1035,Sheave / Pulley 1.000,1,EA,197.53,197.53,148.52,Price List B,2025-07-21,2025-07-22,1,Shipped,KBD-CUST0032-S1
SO-26100,4,SHEA-1077,Sheave / Pulley #60,100,EA,114.3,11430.0,67.98,Price List B,2025-07-27,2025-08-03,100,Shipped,KBD-CUST0032-S1
SO-26100,5,GEAR-1073,Gear Reducer 5/16-18,1,EA,2781.13,2781.13,1938.75,Price List B,2025-08-02,2025-08-05,1,Shipped,KBD-CUST0032-S1
SO-26101,1,SPRO-1069,Sprocket #50,1,EA,192.46,192.46,115.11,Price List B,2026-01-24,2026-01-31,1,Shipped,KBD-CUST0007-S1
SO-26102,1,CONV-1051,Conveyor Drive Package 1/4-20,2,EA,5831.5,11663.0,4147.58,Price List B,2025-07-26,07/26/2025,0,Open,KBD-CUST0023-S1
SO-26102,2,CONV-1059,Conveyor Drive Package 1/4-20,3,EA,5263.42,15790.26,3693.63,Price List B,11-Jul-2025,2025-07-14,3,Shipped,KBD-CUST0023-S1
SO-26102,3,SHEA-1038,Sheave / Pulley 2.000,3,EA,482.49,1447.47,295.28000000000003,Price List B,2025-07-28,2025-07-28,3,Shipped,KBD-CUST0023-S1
SO-26102,4,GAT-B62,Hi-Power II V-belt B62,4,EA,18.58,74.32,12.7,Price List B,2025-07-13,2025-07-13,4,Shipped,KBD-CUST0023-S1
SO-26103,1,SPRO-1078,Sprocket M6,12,EA,112.8,1353.6,69.25,Manual override,2025-06-26,2025-07-03,12,Shipped,KBD-CUST0019-S1
SO-26103,2,CONV-1042,Conveyor Drive Package 2.000,5,EA,7636.18,38180.9,5159.58,Price List A,"Jul 07, 2025","Jul 07, 2025",5,Shipped,KBD-CUST0019-S1
SO-26103,3,CONV-1013,Conveyor Drive Package 1.500,1,EA,4415.38,4415.38,2336.18,Price List A,2025-06-16,2025-06-23,1,Shipped,KBD-CUST0019-S1
SO-26104,1,SHEA-1025,Sheave / Pulley size 4,5,EA,251.55,1257.75,153.95000000000002,Price List B,2025-10-08,2025-10-15,5,Shipped,KBD-CUST0030-S1
