Journal Id,Posting Date,Period,Account Number,Account Name,Debit,Credit,Memo,Source Module,Reference
JE-000768,2025-05-20,2025-05,2100,Accrued Expenses,0,2686.3,Sales tax payable,AR,INV-60162
JE-000769,"May 20, 2025",2025-05,5000,COGS - Materials,22851.28,0,COGS,AR,INV-60162
JE-000770,2025-05-20,2025-05,1230,Inventory - Purchased for Resale,0,22851.28,Inventory relief,AR,INV-60162
JE-001822,2025-05-20,2025-05,1100,Accounts Receivable,11925.77,0,Invoice INV-60383,AR,INV-60383
JE-001823,2025-05-20,2025-05,4010,Product Sales - Distributed,0,11119.6,Invoice INV-60383,AR,INV-60383
JE-001824,2025-05-20,2025-05,2100,Accrued Expenses,0,806.17,Sales tax payable,AR,INV-60383
JE-001825,2025-05-20,2025-05,5000,COGS - Materials,8109.98,0,COGS,AR,INV-60383
JE-001826,2025-05-20,2025-05,1230,Inventory - Purchased for Resale,0,8109.98,Inventory relief,AR,INV-60383
JE-003892,2025-05-20,2025-05,1230,Inventory - Purchased for Resale,311169.73,0,PO receipt PO-31065,INV,RCV-40063
JE-003893,2025-05-20,2025-05,2050,GR/IR Clearing (Received Not Invoiced),0,311169.73,PO receipt PO-31065,INV,RCV-40063
JE-000945,2025-05-21,2025-05,1100,Accounts Receivable,9081.25,0,Invoice INV-60199,AR,INV-60199
JE-000946 ,2025-05-21,2025-05,4010,Product Sales - Distributed,0,9081.25,Invoice INV-60199,AR,INV-60199
JE-000947,05/21/2025,2025-05,5000,COGS - Materials,6293.15,0,COGS,AR,INV-60199
JE-000948,2025-05-21,2025-05,1230,Inventory - Purchased for Resale,0,6293.15,Inventory relief,AR,INV-60199
JE-001965,2025-05-21,2025-05,1100 ,Accounts Receivable,25100.46,0,Invoice INV-60413,AR,INV-60413
JE-001966,2025-05-21,2025-05,4010,Product Sales - Distributed,0,25100.46,Invoice INV-60413,AR,INV-60413
JE-001967,2025-05-21,2025-05 ,5000,COGS - Materials,14600.65,0,COGS,AR,INV-60413
JE-001968,2025-05-21,2025-05,1230,Inventory - Purchased for Resale,0,14600.65,Inventory relief,AR ,INV-60413
JE-002676,2025-05-21,2025-05,1000,Operating Cash,10045.98,0,Customer payment,AR,KBD-CR00182
JE-002677,2025-05-21,2025-05,1100,Accounts Receivable,0,10045.98,Customer payment,AR ,KBD-CR00182
JE-001885,2025-05-22,2025-05,1100,Accounts Receivable ,14881.98,0,Invoice INV-60396,AR,INV-60396
JE-001886,"May 22, 2025",2025-05,4010,Product Sales - Distributed,0,14152.39,Invoice INV-60396,AR,INV-60396
JE-001887,2025-05-22,2025-05,4100,Freight Revenue,0,729.59,Freight billed,AR,INV-60396
JE-001888,2025-05-22,2025-05,5000,COGS - Materials,11479.87,0,COGS,AR,INV-60396
JE-001889,05/22/2025,2025-05,1230,Inventory - Purchased for Resale,0,11479.87,Inventory relief,AR,INV-60396
JE-002145,2025-05-22 ,2025-05,1100,Accounts Receivable,3832.57,0,Invoice INV-60452,AR,INV-60452
JE-002146,2025-05-22,2025-05,4010,Product Sales - Distributed,0,3832.57,Invoice INV-60452,AR,INV-60452
JE-002147,2025-05-22,2025-05,5000,COGS - Materials,3257.67,0,COGS,AR,INV-60452
JE-002148,2025-05-22,2025-05,1230,Inventory - Purchased for Resale,0,3257.67,Inventory relief,AR,INV-60452
JE-003252,22-May-2025,2025-05,2050,GR/IR Clearing (Received Not Invoiced),315827.33,0,Supplier inv 8305112,AP,8305112
JE-003253,2025-05-22,2025-05,2000,Accounts Payable,0,315827.33,Supplier inv 8305112,AP,8305112
JE-000600,2025-05-23,2025-05,1100,Accounts Receivable,3320.24,0,Invoice INV-60127,AR,INV-60127
JE-000601,2025-05-23 ,2025-05,4010,Product Sales - Distributed,0,3320.24,Invoice INV-60127,AR,INV-60127
JE-000602,2025-05-23,2025-05,5000,COGS - Materials,2390.4,0,COGS,AR,INV-60127
JE-000603,2025-05-23,2025-05,1230,Inventory - Purchased for Resale,0,2390.4,Inventory relief,AR,INV-60127
JE-000857,2025-05-23,2025-05,1100,Accounts Receivable,8804.5,0,Invoice INV-60181,AR,INV-60181
JE-000858,2025-05-23,2025-05,4010,Product Sales - Distributed,0,5073.45,Invoice INV-60181,AR,INV-60181
JE-000859,2025-05-23,2025-05,4100,Freight Revenue,0,3363.22,Freight billed,AR,INV-60181
JE-000860,2025-05-23,2025-05,2100,Accrued Expenses,0,367.83,Sales tax payable,AR,INV-60181
JE-000861,2025-05-23,2025-05,5000,COGS - Materials,3802.46,0,COGS,AR,INV-60181
JE-000862,2025-05-23,2025-05,1230,Inventory - Purchased for Resale,0,3802.46,Inventory relief,AR,INV-60181
JE-000872,2025-05-23,2025-05,1100,Accounts Receivable,227.16,0,Invoice INV-60184,AR,INV-60184
JE-000873,2025-05-23,2025-05,4010,Product Sales - Distributed,0,211.8,Invoice INV-60184,AR,INV-60184
JE-000874,2025-05-23,2025-05,2100,Accrued Expenses,0,15.36,Sales tax payable,AR,INV-60184
JE-000875,23-May-2025,2025-05,5000,COGS - Materials,129.94,0,COGS,AR,INV-60184
JE-000876,2025-05-23,2025-05,1230,Inventory - Purchased for Resale,0,129.94,Inventory relief,AR,INV-60184
JE-004028,2025-05-24,2025-05,1230,Inventory - Purchased for Resale,91429.0,0,PO receipt PO-31133,INV,RCV-40131
JE-004029,2025-05-24,2025-05,2050,GR/IR Clearing (Received Not Invoiced),0,91429.0,PO receipt PO-31133,INV,RCV-40131
JE-000843,2025-05-25,2025-05,1100,Accounts Receivable,8972.79,0,Invoice INV-60178,AR,INV-60178
JE-000844,2025-05-25,2025-05,4010,Product Sales - Distributed,0,8811.58,Invoice INV-60178,AR,INV-60178
JE-000845,2025-05-25,2025-05,4100,Freight Revenue,0,161.21,Freight billed,AR,INV-60178
JE-000846,2025-05-25,2025-05,5000 ,COGS - Materials,6493.06,0,COGS,AR,INV-60178
JE-000847,2025-05-25,2025-05,1230,Inventory - Purchased for Resale,0,6493.06,Inventory relief,AR,INV-60178
JE-001861,2025-05-26,2025-05,1100,Accounts Receivable,6231.68,0,Invoice INV-60391,AR,INV-60391
JE-001862,05/26/25,2025-05,4010,Product Sales - Distributed,0,5810.42,Invoice INV-60391,AR,INV-60391
JE-001863,2025-05-26,2025-05,2100,Accrued Expenses,0,421.26,Sales tax payable,AR,INV-60391
JE-001864,2025-05-26,2025-05,5000,COGS - Materials ,3694.45,0,COGS,AR,INV-60391
JE-001865,2025-05-26,2025-05,1230,Inventory - Purchased for Resale,0,3694.45,Inventory relief,AR,INV-60391
JE-002538,2025-05-26,2025-05,1000,Operating Cash,1482.1,0,Customer payment,AR,KBD-CR00113
JE-002539,2025-05-26,2025-05,1100,Accounts Receivable,0,1482.1,Customer payment,AR,KBD-CR00113
JE-004016,2025-05-26,2025-05,1230,Inventory - Purchased for Resale,274756.25,0,PO receipt PO-31127,INV,RCV-40125
JE-004017,2025-05-26,2025-05,2050,GR/IR Clearing (Received Not Invoiced),0,274756.25,PO receipt PO-31127,INV,RCV-40125 
JE-000953,2025-05-27,2025-05,1100,Accounts Receivable,8642.4,0,Invoice INV-60201,AR,INV-60201
JE-000954,2025-05-27,2025-05,4010,Product Sales - Distributed,0,8642.4,Invoice INV-60201,AR,INV-60201
JE-000955,2025-05-27,2025-05,5000,COGS - Materials,7585.78,0,COGS,AR,INV-60201
JE-000956,2025-05-27,2025-05,1230,Inventory - Purchased for Resale,0,7585.78,Inventory relief,AR,INV-60201
JE-001104,28-May-2025,2025-05,1100,Accounts Receivable,813.88,0,Invoice INV-60233,AR,INV-60233
JE-001105,2025-05-28,2025-05,4010,Product Sales - Distributed,0,301.08,Invoice INV-60233,AR,INV-60233
JE-001106,2025-05-28,2025-05,4100,Freight Revenue,0,512.8,Freight billed,AR,INV-60233
JE-001107,2025-05-28,2025-05,5000,COGS - Materials,206.52,0,COGS,AR,INV-60233
JE-001108,2025-05-28,2025-05,1230,Inventory - Purchased for Resale,0,206.52,Inventory relief,AR,INV-60233
JE-001846,2025-05-28,2025-05,1100,Accounts Receivable,18635.85,0,Invoice INV-60388,AR,INV-60388
JE-001847,2025-05-28,2025-05,4010,Product Sales - Distributed,0,16219.83,Invoice INV-60388,AR,INV-60388
JE-001848,2025-05-28 ,2025-05,4100,Freight Revenue,0,1240.08,Freight billed,AR,INV-60388
JE-001849,2025-05-28,2025-05,2100,Accrued Expenses,0,1175.94,Sales tax payable,AR,INV-60388
JE-001850,05/28/25,2025-05,5000,COGS - Materials,11569.31,0,COGS,AR,INV-60388
JE-001851,28-May-2025,2025-05,1230,Inventory - Purchased for Resale,0,11569.31,Inventory relief,AR,INV-60388
JE-002112,2025-05-28,2025-05,1100,Accounts Receivable,3334.37,0,Invoice INV-60445,AR,INV-60445
JE-002113,2025-05-28,2025-05,4010,Product Sales - Distributed,0,3334.37,Invoice INV-60445,AR,INV-60445
JE-002114,2025-05-28,2025-05,5000,COGS - Materials,2261.08,0,COGS,AR,INV-60445
JE-002115,"May 28, 2025",2025-05,1230,Inventory - Purchased for Resale,0,2261.08,Inventory relief,AR,INV-60445
JE-003778,05/28/25,2025-05 ,1230,Inventory - Purchased for Resale,43943.0,0,PO receipt PO-31006,INV,RCV-40006
JE-003779,2025-05-28,2025-05,2050,GR/IR Clearing (Received Not Invoiced),0,43943.0,PO receipt PO-31006,INV,RCV-40006
JE-003098,2025-05-29,2025-05,1000,Operating Cash,9214.75,0,Customer payment,AR,KBD-CR00393
JE-003099,2025-05-29,2025-05,1100,Accounts Receivable,0,9214.75,Customer payment,AR,KBD-CR00393
JE-003122,2025-05-29,2025-05,2050,GR/IR Clearing (Received Not Invoiced),43943.0,0,Supplier inv 96298620,AP,96298620
JE-003123,2025-05-29,2025-05,5300,Freight In,33.68,0,Freight in,AP,96298620
JE-003124,2025-05-29,2025-05,2000,Accounts Payable ,0,43976.68,Supplier inv 96298620,AP,96298620
JE-003406,05/29/25,2025-05,2050,GR/IR Clearing (Received Not Invoiced),91429.0,0,Supplier inv 95483298,AP,95483298
JE-003407,2025-05-29,2025-05,2000,Accounts Payable,0,91429.0,Supplier inv 95483298,AP,95483298
JE-002195,2025-05-30,2025-05,1100 ,Accounts Receivable,25949.61,0,Invoice INV-60463,AR,INV-60463
JE-002196,2025-05-30,2025-05,4010,Product Sales - Distributed,0,25743.3,Invoice INV-60463,AR,INV-60463
JE-002197,2025-05-30,2025-05,4100,Freight Revenue,0,206.31,Freight billed,AR,INV-60463 
JE-002198,2025-05-30,2025-05,5000,COGS - Materials,18260.75,0,COGS,AR,INV-60463
JE-002199,2025-05-30,2025-05,1230,Inventory - Purchased for Resale,0,18260.75,Inventory relief,AR,INV-60463
JE-003453,2025-05-30,2025-05,2050,GR/IR Clearing (Received Not Invoiced),564236.44,0,Supplier inv SI4669700,AP,SI4669700
JE-003454,2025-05-30,2025-05,2000,Accounts Payable,0,564236.44,Supplier inv SI4669700,AP,SI4669700
JE-004068,2025-05-30,2025-05,1230,Inventory - Purchased for Resale,564236.44,0,PO receipt PO-31153,INV,RCV-40151
JE-004069,2025-05-30 ,2025-05,2050,GR/IR Clearing (Received Not Invoiced),0,564236.44,PO receipt PO-31153,INV,RCV-40151
JE-004118,2025-05-31,2025-05,1230,Inventory - Purchased for Resale,155565.59,0,PO receipt PO-31180,INV,RCV-40176
JE-004119,2025-05-31,2025-05,2050,GR/IR Clearing (Received Not Invoiced),0,155565.59,PO receipt PO-31180,INV,RCV-40176
JE-004346,2025-05-31,2025-05,6700,Office & Supplies,1199.84,0,"Iron Mountain Information Management, LLC",AP,KBD-AP00001
JE-004347,2025-05-31,2025-05,2000,Accounts Payable,0,1199.84,"Iron Mountain Information Management, LLC",AP,KBD-AP00001
JE-004364,05/31/2025,2025-05,6700,Office & Supplies,1110.88,0,GRAINGER,AP,KBD-AP00010 
JE-004365,2025-05-31,2025-05,2000,Accounts Payable,0,1110.88,GRAINGER,AP,KBD-AP00010
JE-004384,2025-05-31,2025-05,6700 ,Office & Supplies,755.98,0,Cintas Corp #472,AP,KBD-AP00020
JE-004385,2025-05-31,2025-05,2000,Accounts Payable,0,755.98,Cintas Corp #472,AP,KBD-AP00020
JE-004398,2025-05-31,2025-05,6700,Office & Supplies,658.41,0,STAPLES BUS ADV,AP,KBD-AP00027
JE-004399,2025-05-31,2025-05,2000,Accounts Payable,0,658.41,STAPLES BUS ADV,AP,KBD-AP00027
JE-004416,2025-05-31,2025-05,5300,Freight In,109.77,0,FEDEX,AP ,KBD-AP00036
JE-004417 ,2025-05-31,2025-05,2000,Accounts Payable,0,109.77,FEDEX,AP,KBD-AP00036 
JE-004438,2025-05-31,2025-05,6300,Rent,14200,0,Allentown Industrial Park LLC,AP,KBD-AP00047
JE-004439,2025-05-31,2025-05,2000,Accounts Payable,0,14200,Allentown Industrial Park LLC,AP,KBD-AP00047
JE-004462,2025-05-31,2025-05,6400,Software Subscriptions,9000.0,0,NetSuite,AP,SW-NETSUI
JE-004463,2025-05-31,2025-05,2000,Accounts Payable,0,9000.0,NetSuite,AP,SW-NETSUI
JE-004486,05/31/2025,2025-05,6400,Software Subscriptions,1725.0,0,Autodesk Inventor,AP,SW-AUTODE
JE-004487,2025-05-31,2025-05,2000,Accounts Payable,0,1725.0,Autodesk Inventor,AP,SW-AUTODE
JE-004510,2025-05-31,2025-05,6400,Software Subscriptions,400.0,0,uniPoint QMS,AP,SW-UNIPOI
JE-004511,2025-05-31,2025-05,2000,Accounts Payable,0,400.0,uniPoint QMS,AP,SW-UNIPOI
JE-004534,2025-05-31,2025-05,6400,Software Subscriptions,787.5,0,Microsoft 365 Business Standard,AP,SW-MICROS
JE-004535,2025-05-31,2025-05,2000,Accounts Payable,0,787.5,Microsoft 365 Business Standard,AP,SW-MICROS
JE-004558,2025-05-31 ,2025-05,6400,Software Subscriptions,1980.0,0,Paycom,AP,SW-PAYCOM
JE-004559,2025-05-31,2025-05,2000,Accounts Payable,0,1980.0,Paycom,AP,SW-PAYCOM
JE-004582,2025-05-31,2025-05,6400,Software Subscriptions,1200.0,0,ShipStation ,AP,SW-SHIPST
JE-004583,2025-05-31,2025-05,2000,Accounts Payable,0,1200.0,ShipStation,AP,SW-SHIPST
JE-004606,2025-05-31,2025-05,6400,Software Subscriptions,720.0,0,HubSpot Sales Hub,AP,SW-HUBSPO
JE-004607,2025-05-31 ,2025-05,2000,Accounts Payable,0,720.0,HubSpot Sales Hub,AP,SW-HUBSPO
JE-004630,2025-05-31,2025-05,6400,Software Subscriptions,567.0,0,Expensify,AP,SW-EXPENS
JE-004631,2025-05-31,2025-05,2000,Accounts Payable,0,567.0,Expensify,AP,SW-EXPENS
JE-004654,2025-05-31,2025-05 ,6400,Software Subscriptions,880.0,0,Dropbox Business,AP,SW-DROPBO
JE-004655,2025-05-31,2025-05,2000,Accounts Payable,0,880.0,Dropbox Business,AP ,SW-DROPBO
JE-004678,2025-05-31,2025-05,6400,Software Subscriptions,630.0,0,Zoom Workplace,AP,SW-ZOOMW 
JE-004679,2025-05-31,2025-05,2000 ,Accounts Payable,0,630.0,Zoom Workplace,AP,SW-ZOOMW
JE-004702,2025-05-31,2025-05,6400,Software Subscriptions,392.0,0,8x8 Work,AP,SW-8X8WO
JE-004703,2025-05-31,2025-05,2000,Accounts Payable,0,392.0,8x8 Work,AP,SW-8X8WO
JE-004726,2025-05-31,2025-05,6000,Salaries & Wages,346992.9,0,Monthly payroll,PR,PR-202505
JE-004727,2025-05-31,2025-05,2300,Payroll Liabilities,0,346992.9,Monthly payroll,PR,PR-202505
JE-000657,2025-06-01,2025-06,1100,Accounts Receivable,7275.87,0,Invoice INV-60139,AR,INV-60139
JE-000658,2025-06-01,2025-06,4010,Product Sales - Distributed,0,6784.03,Invoice INV-60139,AR,INV-60139
JE-000659,2025-06-01,2025-06,2100,Accrued Expenses,0,491.84,Sales tax payable,AR,INV-60139
JE-000660,2025-06-01,2025-06,5000,COGS - Materials,5032.81,0,COGS,AR,INV-60139
JE-000661,2025-06-01,2025-06,1230,Inventory - Purchased for Resale,0,5032.81,Inventory relief,AR,INV-60139
JE-001222,2025-06-01,2025-06,1100,Accounts Receivable,6261.67,0,Invoice INV-60258,AR,INV-60258
JE-001223,2025-06-01,2025-06,4010,Product Sales - Distributed,0,6261.67,Invoice INV-60258,AR,INV-60258
JE-001224,2025-06-01,2025-06,5000,COGS - Materials,5159.58,0,COGS,AR,INV-60258
JE-001225,2025-06-01,2025-06 ,1230,Inventory - Purchased for Resale,0,5159.58,Inventory relief,AR,INV-60258
JE-001633 ,2025-06-01,2025-06,1100,Accounts Receivable,3906.39,0,Invoice INV-60343,AR,INV-60343
JE-001634,2025-06-01,2025-06,4010,Product Sales - Distributed,0,2430.54,Invoice INV-60343,AR,INV-60343
JE-001635,2025-06-01,2025-06,4100,Freight Revenue,0,1475.85,Freight billed,AR,INV-60343
JE-001636,2025-06-01,2025-06,5000,COGS - Materials,1930.4,0,COGS,AR,INV-60343
JE-001637,"Jun 01, 2025",2025-06,1230,Inventory - Purchased for Resale,0,1930.4,Inventory relief,AR,INV-60343
JE-004048,2025-06-01,2025-06,1230,Inventory - Purchased for Resale,207415.04,0,PO receipt PO-31143,INV,RCV-40141
JE-004049,2025-06-01,2025-06,2050,GR/IR Clearing (Received Not Invoiced),0,207415.04,PO receipt PO-31143,INV,RCV-40141
JE-002446,2025-06-02,2025-06,1000,Operating Cash,14253.3,0,Customer payment,AR,KBD-CR00067
JE-002447,2025-06-02,2025-06,1100,Accounts Receivable,0,14253.3,Customer payment,AR,KBD-CR00067
JE-002972,2025-06-02,2025-06,1000,Operating Cash,10777.01,0,Customer payment,AR,KBD-CR00330
JE-002973,2025-06-02,2025-06,1100,Accounts Receivable,0,10777.01,Customer payment,AR,KBD-CR00330
JE-003391,2025-06-02,2025-06,2050,GR/IR Clearing (Received Not Invoiced),274756.25,0,Supplier inv SI3260903,AP,SI3260903
JE-003392,06/02/2025,2025-06,2000,Accounts Payable,0,274756.25,Supplier inv SI3260903,AP,SI3260903
JE-003038,2025-06-03,2025-06,1000,Operating Cash,3334.37,0,Customer payment,AR,KBD-CR00363
JE-003039,2025-06-03,2025-06,1100,Accounts Receivable,0,3334.37,Customer payment,AR,KBD-CR00363
JE-003202,2025-06-03,2025-06,2050,GR/IR Clearing (Received Not Invoiced),4182.74,0,Supplier inv 99200340,AP,99200340
JE-003203,2025-06-03,2025-06,2000,Accounts Payable,0,4182.74,Supplier inv 99200340,AP,99200340
JE-003508,2025-06-03,2025-06,2050,GR/IR Clearing (Received Not Invoiced),155559.09,0,Supplier inv 96646164,AP,96646164
JE-003509,2025-06-03,2025-06,2000,Accounts Payable,0,155559.09,Supplier inv 96646164,AP,96646164
JE-003846,2025-06-03,2025-06,1230,Inventory - Purchased for Resale,4147.24,0,PO receipt PO-31041,INV,RCV-40040
JE-003847,2025-06-03,2025-06,2050,GR/IR Clearing (Received Not Invoiced),0,4147.24,PO receipt PO-31041,INV,RCV-40040
JE-003966,2025-06-03,2025-06,1230,Inventory - Purchased for Resale,31856.8,0,PO receipt PO-31102,INV,RCV-40100
JE-003967,06/03/2025,2025-06,2050,GR/IR Clearing (Received Not Invoiced),0,31856.8,PO receipt PO-31102,INV,RCV-40100
JE-002736,2025-06-04,2025-06,1000,Operating Cash,14647.55,0,Customer payment,AR,KBD-CR00212
JE-002737,2025-06-04,2025-06,1100,Accounts Receivable,0,14647.55,Customer payment,AR,KBD-CR00212
JE-003430,2025-06-04,2025-06,2050,GR/IR Clearing (Received Not Invoiced),208291.2,0,Supplier inv 448751,AP,448751
JE-003431,2025-06-04,2025-06,2000,Accounts Payable,0,208291.2,Supplier inv 448751,AP,448751
JE-001159,2025-06-05,2025-06,1100,Accounts Receivable,19014.65,0,Invoice INV-60245,AR,INV-60245
JE-001160,2025-06-05,2025-06,4010,Product Sales - Distributed,0,17729.28,Invoice INV-60245,AR,INV-60245
JE-001161,2025-06-05,2025-06,2100,Accrued Expenses,0,1285.37,Sales tax payable,AR ,INV-60245
JE-001162,2025-06-05,2025-06,5000,COGS - Materials,10368.0,0,COGS,AR,INV-60245
JE-001163,2025-06-05,2025-06,1230,Inventory - Purchased for Resale,0,10368.0,Inventory relief,AR,INV-60245
JE-001775,2025-06-05,2025-06,1100,Accounts Receivable,2508.64,0,Invoice INV-60373,AR,INV-60373
JE-001776,2025-06-05 ,2025-06,4010,Product Sales - Distributed,0,1480.28,Invoice INV-60373,AR,INV-60373
JE-001777,2025-06-05,2025-06,4100,Freight Revenue,0,921.04,Freight billed,AR,INV-60373
JE-001778,2025-06-05,2025-06,2100,Accrued Expenses,0,107.32,Sales tax payable,AR,INV-60373
JE-001779,2025-06-05,2025-06,5000,COGS - Materials,1155.88,0,COGS,AR,INV-60373
JE-001780,2025-06-05,2025-06,1230,Inventory - Purchased for Resale,0,1155.88,Inventory relief,AR,INV-60373
JE-002956,2025-06-05,2025-06,1000,Operating Cash,12012.03,0,Customer payment,AR,KBD-CR00322
JE-002957,2025-06-05,2025-06,1100,Accounts Receivable,0,12012.03,Customer payment,AR,KBD-CR00322
JE-003262,2025-06-05,2025-06,2050,GR/IR Clearing (Received Not Invoiced),44198.06,0,Supplier inv 9837104,AP,9837104
JE-003263,2025-06-05,2025-06,2000,Accounts Payable,0,44198.06,Supplier inv 9837104,AP,9837104
JE-003334,2025-06-05,2025-06,2050,GR/IR Clearing (Received Not Invoiced),31856.8,0,Supplier inv 9394749,AP,9394749
JE-003335,2025-06-05,2025-06,5300,Freight In,128.23,0,Freight in,AP,9394749
JE-003336,2025-06-05,2025-06,2000,Accounts Payable ,0,31985.03,Supplier inv 9394749,AP,9394749
JE-003902,2025-06-05,2025-06,1230,Inventory - Purchased for Resale,44216.13,0,PO receipt PO-31070,INV,RCV-40068
JE-003903,2025-06-05,2025-06,2050,GR/IR Clearing (Received Not Invoiced),0,44216.13,PO receipt PO-31070,INV,RCV-40068
JE-000030,2025-06-06,2025-06,1100,Accounts Receivable,1083.0,0,Invoice INV-60007,AR,INV-60007
JE-000031,2025-06-06,2025-06,4010,Product Sales - Distributed,0,1083.0,Invoice INV-60007,AR,INV-60007
JE-000032,2025-06-06,2025-06,5000,COGS - Materials,699.4,0,COGS,AR,INV-60007
JE-000033,2025-06-06,2025-06,1230,Inventory - Purchased for Resale,0,699.4,Inventory relief,AR ,INV-60007
JE-000101,2025-06-07,2025-06,1100,Accounts Receivable,6337.76,0,Invoice INV-60022,AR,INV-60022
JE-000102,2025-06-07,2025-06,4010,Product Sales - Distributed,0,6173.06,Invoice INV-60022,AR,INV-60022
JE-000103,2025-06-07,2025-06,4100,Freight Revenue,0,164.7,Freight billed,AR,INV-60022
JE-000104,2025-06-07,2025-06,5000,COGS - Materials,5090.34,0,COGS,AR,INV-60022
JE-000105,2025-06-07,2025-06,1230,Inventory - Purchased for Resale,0,5090.34,Inventory relief,AR,INV-60022
JE-002454,2025-06-07,2025-06,1000,Operating Cash,315.73,0,Customer payment,AR,KBD-CR00071
JE-002455,2025-06-07,2025-06,1100,Accounts Receivable,0,315.73,Customer payment,AR,KBD-CR00071
JE-003882,07-Jun-2025,2025-06,1230,Inventory - Purchased for Resale,645838.75,0,PO receipt PO-31060,INV,RCV-40058
JE-003883,2025-06-07,2025-06,2050,GR/IR Clearing (Received Not Invoiced),0,645838.75,PO receipt PO-31060,INV,RCV-40058
JE-004082,07-Jun-2025,2025-06,1230,Inventory - Purchased for Resale,1968.0,0,PO receipt PO-31161,INV,RCV-40158
JE-004083,2025-06-07,2025-06,2050,GR/IR Clearing (Received Not Invoiced),0,1968.0,PO receipt PO-31161,INV,RCV-40158
JE-000429,"Jun 08, 2025",2025-06,1100,Accounts Receivable,460.0,0,Invoice INV-60091,AR,INV-60091
JE-000430,2025-06-08,2025-06,4010,Product Sales - Distributed,0,460.0,Invoice INV-60091,AR,INV-60091
JE-000431,2025-06-08,2025-06,5000,COGS - Materials,355.0,0,COGS,AR,INV-60091
JE-000432,2025-06-08,2025-06,1230,Inventory - Purchased for Resale,0,355.0,Inventory relief,AR,INV-60091
